timestamp,average_clustering
20190120,0.12516102371063872
20190121,0.15122978414194568
20190123,0.15431456633643081
20190128,0.15759552959357812
20190129,0.1575520461013303
20190130,0.16335188380418178
20190220,0.2801970479263419
20190225,0.289140772038801
20190226,0.28786249935610425
20190227,0.29005679628999764
20190228,0.28112588731398763
20190303,0.2842158669934475
20190304,0.28364485574163245
20190306,0.2915780370473256
20190311,0.2956334141628501
20190312,0.2966471988995062
20190313,0.29761358416575123
20190314,0.2971734836272319
20190317,0.3009877990001408
20190318,0.30207211766571024
20190428,0.32770618693743986
20190429,0.32778821794558355
20190501,0.3296562847477601
20190506,0.3312049688500199
20190507,0.3323963375401024
20190508,0.3338492303890542
20190509,0.33463375782121696
20190617,0.3082211055783803
20190618,0.30869096657649786
20190619,0.309708831670238
20190620,0.30934723664648933
20190623,0.31276697585408264
20190624,0.3123719019495351
20190626,0.31182203994866853
20190715,0.30663449826376477
20190716,0.3058067869214964
20190717,0.30618494402423
20190718,0.30586378447904233
20190721,0.3081270342819249
20190722,0.30827854206807015
20190724,0.3098357337310403
20190729,0.31234214260407306
20190730,0.31018661276513676
20190731,0.305099983930457
20190801,0.30588357297261054
20190804,0.2945858885850626
20190805,0.29325738227606774
20190807,0.2879927026277999
20190812,0.28578129664152685
20190813,0.28534315708242836
20190814,0.28544427346945217
20190815,0.2746276522679943
20190818,0.2750808389995376
20190819,0.2741163045733623
20190821,0.27444859476913247
20190826,0.27485340931060104
20190827,0.2726420907896672
20190828,0.27175324659963607
20190829,0.2716501165757568
20190901,0.2722403285080555
20190902,0.2715517406836476
20190904,0.2776985992699564
20190909,0.2793697328788367
20190910,0.2800869708768536
20190911,0.28025298344491695
20190912,0.28041059949795244
20190915,0.2803923560499495
20190916,0.2796401015636002
20190918,0.27986603625623574
20190923,0.2747959910886902
20190924,0.27566686568040627
20190925,0.27753234156231577
20190926,0.279495113916992
20190929,0.2783134564249544
20190930,0.2790565044665883
20191002,0.27903171382916264
20191007,0.27537245525078285
20191008,0.2750352535761997
20191009,0.2741853257055273
20191010,0.2747326845213917
20191013,0.2840592710005431
20191014,0.2839794184789901
20191016,0.28179378386620474
20191021,0.28466948896225647
20191022,0.2853238686857348
20191023,0.2855858795604402
20191024,0.28536095055521
20191027,0.28576059212098515
20191028,0.2855767285201055
20191030,0.27946277305851136
20191104,0.2768346739867357
20191105,0.27788093119067103
20191106,0.2779323261729435
20191107,0.2780765426400064
20191110,0.2782323464979738
20191111,0.2774726785110883
20191113,0.27676157622693565
20191118,0.2609319457525449
20200127,0.21801450342139447
20200128,0.2185413669834012
20200129,0.21787277142756817
20200130,0.2182627855698319
20200202,0.2623094357835607
20200203,0.27014561910216617
20200205,0.2706677209893368
20200210,0.26724787046730447
20200211,0.2664906306741972
20200212,0.2674100828704193
20200213,0.26670648875018116
20200216,0.26676502322003653
20200217,0.2689305715183165
20200219,0.27012462359570044
20200224,0.27451545849791553
20200225,0.2758660821149701
20200226,0.2753873239479493
20200227,0.2747646657558424
20200301,0.27302741222988547
20200302,0.26956912243044817
20200304,0.2686245439722605
20200309,0.2681217149627635
20200310,0.26775524350471813
20200311,0.26729105171450723
20200312,0.2672312237232315
20200315,0.26914465121806325
20200316,0.27052780759351314
20200318,0.26868992788989327
20200323,0.2426264722461998
20200324,0.24239896440856915
20200325,0.242663994987976
20200326,0.26241967052883836
20200329,0.2646302428571415
20200330,0.26496938480524723
20200401,0.2644121195873884
20200406,0.26625111307201843
20200407,0.2660899592016482
20200408,0.2659882891225767
20200409,0.2656953920165647
20200412,0.2665281791058978
20200413,0.26715496297053504
20200415,0.2678292275220543
20200420,0.26545207401267257
20200421,0.2625181932355454
20200422,0.2611093442600347
20200423,0.26150402846280557
20200426,0.2594043293039872
20200427,0.2577759464648214
20200429,0.25734893089624433
20200504,0.25487460361821
20200505,0.25521189299045366
20200506,0.25646701963160706
20200507,0.25572089072280774
20200510,0.2524517770921255
20200511,0.2510432967239533
20200513,0.2519266685074878
20200518,0.25268302737611126
20200519,0.25256434577029796
20200520,0.25289673125702694
20200521,0.2518905865511358
20200524,0.24275921527690356
20200525,0.2395595749658817
20200527,0.23903081731220782
20200601,0.24136229886367988
20200602,0.23980231961037715
20200603,0.23897064208834823
20200604,0.20664645222743067
20200610,0.23877395077690364
20200615,0.2407092601877887
20200616,0.23924651262324834
20200617,0.23950090134689192
20200618,0.23972975729609686
20200621,0.24265287449990416
20200622,0.243043421266647
20200624,0.24440885043800004
20200629,0.24356203266585766
20200630,0.24273468284185906
20200701,0.24281307341822195
20200702,0.2440466613598678
20200705,0.24605682570814974
20200706,0.24517051439670312
20200708,0.24456575118967405
20200713,0.24380508376699528
20200714,0.2431375890347059
20200715,0.24297857995513772
20200716,0.24337559784500085
20200719,0.24285378485131126
20200720,0.24295588450991523
20200722,0.2427977274259497
20200727,0.2443323348137461
20200728,0.24485067756060166
20200729,0.24453053699792537
20200730,0.24544821598391303
20200802,0.2447756449738265
20200803,0.24563160471833087
20200805,0.24508563251064822
20200810,0.2462385911997679
20200811,0.2471201919769873
20200812,0.24861884411282636
20200813,0.2492760689314927
20200816,0.2530181575400491
20200817,0.2525429701331402
20200819,0.25367934938492837
20200824,0.2568830014440825
20200825,0.2557861890410661
20200826,0.25436150548461134
20200827,0.25339407914831186
20200830,0.24998383918932726
20200831,0.24920043499598787
20200902,0.2456286710125961
20200907,0.24520150047891448
20200908,0.2453118406926619
20200909,0.2456270373682656
20200910,0.24547423548439418
20200913,0.2465210346157791
20200914,0.24723826090245785
20200916,0.24495864010443505
20200921,0.23851207866414362
20200922,0.23601708770738636
20200923,0.23549828660872105
20200924,0.23553377340614304
20200927,0.2411312394764467
20200928,0.24311510603175904
20200930,0.23741755391180314
20201005,0.27613439483546065
20201006,0.2938157787848601
20201007,0.2963409034183951
20201008,0.2952784679835261
20201011,0.29825954457566956
20201012,0.29740834178808884
20201014,0.29571359926282426
20201019,0.2961019652803444
20201020,0.29563675086525415
20201021,0.2949285613096405
20201022,0.2654466226730593
20201025,0.2653503515013253
20201026,0.263814208680489
20201102,0.23913953291342938
20201103,0.2343343098415083
20201104,0.23331830210376933
20201105,0.23138845683751763
20201108,0.23130855033235528
20201109,0.22917736207060274
20201117,0.23108267336702779
20201118,0.23115013172885154
20201119,0.22989527498156842
20201122,0.22831161998042748
20201123,0.2277573211246002
20201201,0.21266883331374664
20201202,0.2127286478192117
20201203,0.21221098341726047
20201206,0.21082456090290508
20201207,0.20915851874180375
20201215,0.20924058029805254
20201216,0.20925146477429526
20201220,0.20832234598537788
20201221,0.20907293288587653
20201229,0.20937824544326547
20201230,0.20760478466050172
20210103,0.2166614539199639
20210104,0.21668715038723457
20210112,0.2129095092343243
20210113,0.21354781551445873
20210117,0.21294296577064886
20210126,0.21426153232235706
20210127,0.21324808601004963
20210131,0.21144642467618208
20210209,0.20663070142068857
20210210,0.20612308794180847
20210214,0.20636967313486004
20210223,0.1985184443035905
20210224,0.1977126631522799
20210228,0.19648848834400778
20210309,0.20068775884635764
20210310,0.2002687690667826
20210314,0.1997604887146984
20210323,0.18882240156073846
20210324,0.1888574135322154
20210328,0.18371709694390753
20210406,0.1786769286591361
20210407,0.17849591355654687
20210411,0.17975667195948164
20210420,0.17755225217001935
20210421,0.17694274630768508
20210425,0.17488678891450904
20210504,0.17024963005095486
20210505,0.16989434183710447
20210509,0.16891730217428166
20210518,0.17306723637801208
20210519,0.17306615374792023
20210523,0.17423052301913197
20210601,0.17326481864034635
20210602,0.1736730438175472
20210606,0.17454840749369357
20210615,0.17463004444272903
20210616,0.17536812404762514
20210620,0.1757130300607588
20210629,0.17528637585038206
20210630,0.17578149826635747
20210704,0.1771207343211888
20210713,0.1813128207986346
20210714,0.18159099023144212
20210718,0.18163871741282478
20210727,0.1792158029726113
20210728,0.17768755264290098
20210801,0.17879596027147832
20210810,0.17513589387409317
20210811,0.1746845452759976
20210815,0.17322571041096774
20210824,0.17076154902307364
20210825,0.17042353914017574
20210829,0.16834025995818136
20210907,0.16820083506337993
20210908,0.16760025365184233
20210912,0.17234204257477523
20210921,0.16746869218981086
20210926,0.1637370895562762
20211010,0.13361743125230313
20220222,0.10027191277811597
20220227,0.10423593684415701
20220308,0.10427343209107673
20220313,0.1030860089377208
20220322,0.10280354751330793
20220327,0.103500885976167
20220405,0.09744886251129531
20220410,0.09924820243100031
20220419,0.0994025481232549
20220424,0.1000741818478121
20220503,0.12614615368843962
20220508,0.1266766856276517
20220517,0.12347551452760949
20220522,0.12439299583171094
20220531,0.128688420518497
20220605,0.12783370681791123
20230604,0.10017977817788101
20230618,0.09784233466478583
20230702,0.10324488568322725
20230716,0.100707528883094
