timestamp,burt_effective_size
20201202,0.8397052525477671
20201203,0.8400119645238013
20201206,0.8411214330359663
20201207,0.8416381955922849
20201215,0.8420816735633445
20201216,0.8418579786767018
20201220,0.8429892426184408
20201221,0.842433545604035
20201229,0.842629259967342
20201230,0.8441861070447892
20210103,0.8387546229008532
20210104,0.8384472993817439
20210112,0.8410026545963152
20210113,0.8405976313300126
20210117,0.8414336543283228
20210126,0.8411653439751828
20210127,0.8417144490867692
20210131,0.8428815452059859
20210209,0.8463013323550316
20210210,0.8466303598467586
20210214,0.8470456348791139
20210223,0.8530426803096729
20210224,0.8536014089310195
20210228,0.8548882146123403
20210309,0.8514837149257269
20210310,0.8516594321124024
20210314,0.8526237422536274
20210323,0.8603155465420483
20210324,0.8605446944555319
20210328,0.86470764461735
20210406,0.8680146775867111
20210407,0.8682450571718004
20210411,0.8673692505960197
20210420,0.8687579358213019
20210421,0.8691613292199883
20210425,0.8710049447581009
20210504,0.8741231710748975
20210505,0.8742997669467333
20210509,0.8750189496772701
20210518,0.8710653315554931
20210519,0.8712519248658092
20210523,0.8710274993004936
20210601,0.8712046721856898
20210602,0.8709118234866453
20210606,0.8701396820836286
20210615,0.8694227467180801
20210616,0.8686497775937541
20210620,0.8689421672868729
20210629,0.868954767403565
20210630,0.868813628444979
20210704,0.8683366190408629
20210713,0.8639495283789729
20210714,0.8637392103257328
20210718,0.8639846009196255
20210727,0.8643631761382342
20210728,0.8653489262710157
20210801,0.8649430997285718
20210810,0.866462692131615
20210811,0.8668972894494594
20210815,0.868701805760502
20210824,0.8703884444485961
20210825,0.8706496496463676
20210829,0.8731055083193282
20210907,0.8726823462743066
20210908,0.8730969356485263
20210912,0.8694099362836982
20210921,0.8717215928469655
20210926,0.8756650640241682
20211010,0.895487998345342
20220222,0.9220102732134339
20220227,0.9180904298212014
20220308,0.9179313014752232
20220313,0.9188392875455016
20220322,0.9191981907725579
20220327,0.9187088714310397
20220405,0.9217883900068664
20220410,0.9203153014405859
20220419,0.9200421565042262
20220424,0.9193774758366559
20220503,0.8997898890331834
20220508,0.8994331772883509
20220517,0.9006980193068305
20220522,0.9005523966917152
20220531,0.8977018042205447
20220605,0.8985119763905552
20230604,0.9157757089364903
20230618,0.9172021192487623
20230702,0.9122962038075083
20230716,0.9161481609536908
