timestamp,resource_allocation_index
20200812,0.0012162316049992153
20200813,0.001214731752281024
20200816,0.001208106984317036
20200817,0.0012094399632992924
20200819,0.001213681444767839
20200824,0.0012133598456149865
20200825,0.001202159262882121
20200826,0.0012019925802056828
20200827,0.0011990947129370483
20200830,0.0011894638239470215
20200831,0.0011898554245112355
20200902,0.0011818649478174464
20200907,0.001176759911849281
20200908,0.0011892754523293691
20200909,0.0011883960442266436
20200910,0.0011919280295780946
20200913,0.0011936985095558192
20200914,0.001198168308149388
20200916,0.0011979469028698955
20200921,0.0011760893617588817
20200922,0.0011817411805655075
20200923,0.001181545462433111
20200924,0.0011732248110221438
20200927,0.0011684479210130401
20200928,0.0011712561081560745
20200930,0.0011734527941504162
20201005,0.0011807983586448788
20201006,0.0011951996723687862
20201007,0.0012056454157416173
20201008,0.0012052660830340007
20201011,0.0012004830586456422
20201012,0.0011950392649272615
20201014,0.0011803402058112031
20201019,0.0011676047204573897
20201020,0.0011644453213122971
20201021,0.0011600794000864497
20201022,0.001167695431132698
20201025,0.0011591378734932504
20201026,0.001156614695224479
20201102,0.0011479893720704813
20201103,0.001148736954960564
20201104,0.0011373505925303439
20201105,0.0011331674909065552
20201108,0.0011212796702063056
20201109,0.001109508187417702
20201117,0.0010874825876643086
20201118,0.0010861743893012077
20201119,0.0010831978216050417
20201122,0.001067358014960825
20201123,0.001064107199399427
20201201,0.0010218277572552538
20201202,0.0010198249380080967
20201203,0.001019347669484743
20201206,0.0010119839246976556
20201207,0.0010073580021577977
20201215,0.001005290989977563
20201216,0.0010082013189653787
20201220,0.0010008977254877876
20201221,0.0009999040962152181
20201229,0.0009696289019815791
20201230,0.0009567734406529698
20210103,0.0009360624091607397
20210104,0.0009322877099474256
20210112,0.0009108467036968535
20210113,0.0009091664747355782
20210117,0.0008962552400177331
20210126,0.0008667359910890207
20210127,0.0008635022237283091
20210131,0.0008564317191161862
20210209,0.000813803906215699
20210210,0.0008135636823766575
20210214,0.0008073667490476528
20210223,0.0007335166177302913
20210224,0.000729415394352835
20210228,0.000712209336282913
20210309,0.000729501014916847
20210310,0.0007296035302380965
20210314,0.0007266851299152241
20210323,0.0006775853018092462
20210324,0.0006751315628014847
20210328,0.0006419535829634237
20210406,0.0006217235463841369
20210407,0.0006209602312139401
20210411,0.0006142892576997791
20210420,0.000608788228083516
20210421,0.0006063975179270353
20210425,0.0005961075518524266
20210504,0.0005836368447486698
20210505,0.000585328601535315
20210509,0.0005866097318371769
20210518,0.0005948528899179776
20210519,0.0005932410680927793
20210523,0.0005878629039721864
20210601,0.0005816005664538758
20210602,0.0005829886195574421
20210606,0.0005850495764354114
20210615,0.00057367847596771
20210616,0.0005735149925173178
20210620,0.0005703806106887023
20210629,0.0005565279901916373
20210630,0.0005538409327882642
20210704,0.0005477247540778409
20210713,0.0005611608802593259
20210714,0.0005625689840452068
20210718,0.0005595144559657571
20210727,0.0005656045132078187
20210728,0.0005571553291845215
20210801,0.0005561077117645633
20210810,0.0005499028460122221
20210811,0.0005500496181022654
20210815,0.0005393973016038841
20210824,0.0005193357476377545
20210825,0.0005170296623386229
20210829,0.0005063549684510067
20210907,0.0004968838826035888
20210908,0.0004961990325996666
20210912,0.0004883515634458224
20210921,0.000479058124227697
20210926,0.0004904167493941356
20211010,0.0004971273994387597
20220222,0.00035242421917043766
20220227,0.000353017178623543
20220308,0.0003541403053836087
20220313,0.0003515240134500289
20220322,0.0003473025174961442
20220327,0.00034795297199929356
20220405,0.00034683947762256177
20220410,0.0003601338076753408
20220419,0.00035801238000112453
20220424,0.00035666399703770344
20220503,0.00048358269885513374
20220508,0.0004922610693953071
20220517,0.0004901721506375717
20220522,0.0004889197890474704
20220531,0.00048706098612248753
20220605,0.000486688970291131
20230604,0.0004308331277655392
20230618,0.0004231458025430303
20230702,0.0005216536091186247
20230716,0.0004336882693947716
