timestamp,resource_allocation_index
20190120,0.003758749876189337
20190121,0.003786036502775504
20190123,0.003815967073760292
20190128,0.0037667283314121902
20190129,0.0036110485673689087
20190130,0.0034330352030809167
20190220,0.002548011022154763
20190225,0.0028849742429552924
20190226,0.0028531548152406216
20190227,0.0028942106429282583
20190228,0.003024439924501608
20190303,0.003066525832471133
20190304,0.0030703622170298516
20190306,0.0029539054791415434
20190311,0.0028932666171506837
20190312,0.0028989881281603807
20190313,0.0028744575379776012
20190314,0.002834258548198612
20190317,0.0027633214684979293
20190318,0.0027584151006935028
20190428,0.002722297959438139
20190429,0.0027194178959782647
20190501,0.00271088524811422
20190506,0.0027270137399148142
20190507,0.002719734155092506
20190508,0.0027153498902386685
20190509,0.0027087093849346134
20190617,0.002354808120527297
20190618,0.0023581664170931153
20190619,0.0023549222431940124
20190620,0.002335226851888431
20190623,0.0023291136957464924
20190624,0.002332968234909648
20190626,0.002346150807905523
20190715,0.002162632256783244
20190716,0.0021502918588791075
20190717,0.002158279693561795
20190718,0.0021521231144662404
20190721,0.002178692956919825
20190722,0.0021794536884614996
20190724,0.0021787228807999535
20190729,0.0021669211603146505
20190730,0.002150548692681404
20190731,0.0021342147852559806
20190801,0.0021405208275430735
20190804,0.0020060925609632126
20190805,0.001993799473181004
20190807,0.001967378417648921
20190812,0.001939834589279119
20190813,0.0019279111165167906
20190814,0.0019279610546206595
20190815,0.001868351716543312
20190818,0.0018947322048719136
20190819,0.0018965410598656906
20190821,0.001892548644960621
20190826,0.0018832410926580723
20190827,0.0018878391869353976
20190828,0.0018831937624684298
20190829,0.001880687476105992
20190901,0.0018810354026307095
20190902,0.0018801615239402293
20190904,0.00186687937867462
20190909,0.0018747985120220368
20190910,0.0018740588359392658
20190911,0.0018644951122899305
20190912,0.001858354204192334
20190915,0.0018731664465151184
20190916,0.001867168767729531
20190918,0.001862337500631161
20190923,0.0018540207387437785
20190924,0.0018588038375569808
20190925,0.0018574723457657949
20190926,0.0018587844260244172
20190929,0.0018522657520366906
20190930,0.001856886951915947
20191002,0.0018739938821988533
20191007,0.0018707956953376685
20191008,0.0018655676137809632
20191009,0.001855773604376804
20191010,0.0018501286833366598
20191013,0.0019341193452514997
20191014,0.0019216129601274236
20191016,0.0018995026129612555
20191021,0.0018630495453384485
20191022,0.001864283752194507
20191023,0.0018644426956790192
20191024,0.001862646162716421
20191027,0.0018578922220874353
20191028,0.001853698745655686
20191030,0.0018524565171534942
20191104,0.0018568132225248162
20191105,0.0018640320573783836
20191106,0.001859823159018935
20191107,0.0018588431978513534
20191110,0.0018535356517403838
20191111,0.001853468581520106
20191113,0.0018581779532444596
20191118,0.0018415324427034816
20200127,0.0021765149630889754
20200128,0.0021793518076437444
20200129,0.0021748320964821307
20200130,0.002201409014726875
20200202,0.0017470516080786843
20200203,0.0016912524591495507
20200205,0.0016868635011969618
20200210,0.0016641030593055595
20200211,0.0016647362562159538
20200212,0.0016540861946815724
20200213,0.001656822684912521
20200216,0.0016510643947377371
20200217,0.0016553982352590973
20200219,0.0016591351360327202
20200224,0.0016513861991293952
20200225,0.001649115978255104
20200226,0.0016448469330655872
20200227,0.0016357479595181194
20200301,0.0016273345935435377
20200302,0.0016012670304729343
20200304,0.0016018802028516209
20200309,0.0015900125928296242
20200310,0.0015855036709365752
20200311,0.0015779690723883976
20200312,0.0015771776565449821
20200315,0.0015746235765133263
20200316,0.0015694487290668392
20200318,0.001563297205031141
20200323,0.0016070168166662723
20200324,0.0016046236979953602
20200325,0.0016009733058352151
20200326,0.0015312390749225185
20200329,0.0015179493265412146
20200330,0.0015113138198087138
20200401,0.0015109455044767317
20200406,0.0014829724664769167
20200407,0.0014838553986397866
20200408,0.0014835650176546647
20200409,0.0014865255662273118
20200412,0.0014867307867657247
20200413,0.0014853007262581718
20200415,0.0014877689297679467
20200420,0.001474713901143945
20200421,0.0014431776024879616
20200422,0.0014382592587483735
20200423,0.0014367440950779015
20200426,0.0013959358203366023
20200427,0.001386498082245189
20200429,0.0013836163897969426
20200504,0.001356363748869993
20200505,0.001357924011727036
20200506,0.00136147991551592
20200507,0.0013551494217487218
20200510,0.0013306371154056813
20200511,0.001321951237900498
20200513,0.0013264970340745687
20200518,0.0013225187764643416
20200519,0.0013228607000818496
20200520,0.0013212116887872868
20200521,0.001308058044952132
20200524,0.0012786303996407235
20200525,0.001278280405325963
20200527,0.0012756725232552083
20200601,0.0012849212141110183
20200602,0.0012816113896886394
20200603,0.001277736845074276
20200604,0.0014017283839249997
20200610,0.0012970153100162487
20200615,0.0012454605249999568
20200616,0.0012436235037974863
20200617,0.0012437194115281105
20200618,0.0012418664340982882
20200621,0.0012475850035719872
20200622,0.0012433611790699027
20200624,0.0012571322204839616
20200629,0.0012445805913868311
20200630,0.001247523591712887
20200701,0.0012496081065322742
20200702,0.00124992878449354
20200705,0.0012405301071214047
20200706,0.0012368489300955306
20200708,0.0012304017987305206
20200713,0.0012319805745164961
20200714,0.0012325761215911833
20200715,0.0012313865710371183
20200716,0.0012307613064269577
20200719,0.001226361732403716
20200720,0.0012264138070536925
20200722,0.001226959154519155
20200727,0.0012169654808154092
20200728,0.0012153361371787276
20200729,0.0012170505270000095
20200730,0.0012150034156914195
20200802,0.001204375758290847
20200803,0.0012041245182752385
20200805,0.0011976799777318819
20200810,0.0011905316524390697
20200811,0.0012136175127798903
