timestamp,information_centrality
20190120,0.0007481992366993877
20190121,0.0007229726671832745
20190123,0.000735302243387734
20190128,0.0007525782619548417
20190129,0.0007435333619174103
20190130,0.0007638087914147481
20190220,0.0004371653484808772
20190225,0.0004467383220026733
20190226,0.00043938898333164346
20190227,0.00044038705991478503
20190228,0.0004499970626335384
20190303,0.0004466584458828739
20190304,0.0004453245397785003
20190306,0.0004261337677095527
20190311,0.0004219288828171881
20190312,0.0004238494959770054
20190313,0.0004216940969176876
20190314,0.0004177136200419196
20190317,0.00040870271109181243
20190318,0.0004079673368523968
20190428,0.00037936612000308886
20190429,0.0003789416839297364
20190501,0.00037819232355725685
20190506,0.0003800444831228931
20190507,0.00037977313030639574
20190508,0.00037987849250783714
20190509,0.00038039379469126177
20190617,0.0003381632896197335
20190618,0.00033885733647262247
20190619,0.0003387880124943745
20190620,0.0003351995278131235
20190623,0.00033486822405461323
20190624,0.0003362604536374331
20190626,0.00033766429433629665
20190715,0.00031483999147497425
20190716,0.000312873452334394
20190717,0.0003128270457654869
20190718,0.00031201111554764334
20190721,0.0003145435733786919
20190722,0.00031426009847238966
20190724,0.00031341984307394573
20190729,0.0003112958769912277
20190730,0.0003089659998153981
20190731,0.000305786308703535
20190801,0.00030730484725792614
20190804,0.0002710970722890221
20190805,0.00027530231582811795
20190807,0.00027352087749679964
20190812,0.00026975508210119335
20190813,0.00026792749839986207
20190814,0.0002678882930804719
20190815,0.00026631983260213697
20190818,0.00027023009834922676
20190819,0.0002703103179125311
20190821,0.0002706210714083259
20190826,0.00026845245612853254
20190827,0.0002688486639039099
20190828,0.00026779127146783397
20190829,0.00026729692389579096
20190901,0.00026771086934887647
20190902,0.00026786413116552395
20190904,0.000266864890416582
20190909,0.00026710659313006083
20190910,0.0002667289202176603
20190911,0.0002654679958341018
20190912,0.0002661700157724675
20190915,0.0002671658866216085
20190916,0.00026652112384726483
20190918,0.00026541203804291645
20190923,0.0002633352622331038
20190924,0.00026363979179451247
20190925,0.0002644017091844318
20190926,0.0002651032302826673
20190929,0.000263040728127373
20190930,0.0002635084408206752
20191002,0.00026542589249500733
20191007,0.00026446769993448234
20191008,0.00026461369229520393
20191009,0.0002641819690695995
20191010,0.0002638296328951508
20191013,0.0002826343728456081
20191014,0.00028045290314952163
20191016,0.0002766178536498481
20191021,0.0002733664565356861
20191022,0.0002735251756440605
20191023,0.00027334116442817797
20191024,0.0002733853611001112
20191027,0.00027288936509964757
20191028,0.0002719032330355001
20191030,0.0002707258116228909
20191104,0.00027085814755964496
20191105,0.0002719525898686478
20191106,0.00027121339080523943
20191107,0.000271029369348729
20191110,0.000270432943303789
20191111,0.0002704542892664687
20191113,0.000271834823787237
20191118,0.0002716911849193682
20200203,0.00024369898687565374
20200205,0.00024298607874041062
20200210,0.00023985888066234632
20200211,0.00023974971322968653
20200212,0.00023841538883255119
20200213,0.00023796602614940671
20200216,0.00023712115387476503
20200217,0.000237769861483952
20200219,0.00023842342529395953
20200224,0.00024011275697228713
20200225,0.000240112359849819
20200226,0.00023932307732420577
20200227,0.00023833131324527297
20200301,0.0002362700255559239
20200302,0.00023210321331770288
20200304,0.00023179997761135128
20200309,0.00023024266930946882
20200310,0.00022974251787743078
20200311,0.00022945422216001223
20200312,0.0002295027650055902
20200315,0.00023082656535932715
20200316,0.00023060954647969025
20200318,0.00022976719792253803
20200323,0.00023325181821009627
20200324,0.00023256983081363646
20200325,0.00023218837070106146
20200326,0.00022279557380518967
20200329,0.00021975056702333576
20200330,0.00021875111746338396
20200401,0.0002186529896390746
20200406,0.00021809486042438826
20200407,0.00021801777816936774
20200408,0.00021797682708449975
20200409,0.00021751200725869107
20200412,0.00021771797330073783
20200413,0.00021758283999718066
20200415,0.00021794120205009354
20200420,0.00021536670181564128
20200421,0.0002103216197383648
20200422,0.0002096539010631912
20200423,0.0002095774867176263
20200426,0.00020352574999800557
20200427,0.00020285852401870683
20200429,0.00020187539456623408
20200504,0.00019743409503174343
20200505,0.00019764387665911943
20200506,0.0001988546697029019
20200507,0.00019787814846083384
20200510,0.00019408184788555945
20200511,0.0001928200618888208
20200513,0.0001923157493362806
20200518,0.00019164705497004596
20200519,0.00019171111393952454
20200520,0.00019140526160203665
20200521,0.00018938301874314126
20200524,0.00018603325173759903
20200525,0.000185594896017301
20200527,0.00018516109113190198
20200601,0.000187955143321502
20200602,0.00018680136402666027
20200603,0.00018635595959414286
20200604,0.00020261848137396391
20200610,0.0001920377323313436
20200615,0.0001815278766574027
20200616,0.0001808418374273821
20200617,0.00018077152104232493
20200618,0.00018049656815903882
20200621,0.00018059249956676223
20200622,0.0001803996296654331
20200624,0.00018312387377146435
20200629,0.00018206815595883666
20200630,0.0001821406224724823
20200701,0.00018185788334995756
20200702,0.00018189525801005528
20200705,0.00018040814675991803
20200706,0.00017987941458102349
20200708,0.00017875995446582044
20200713,0.00017860764913624322
20200714,0.00017871694446049548
20200715,0.00017855827910375285
20200716,0.00017862539312391135
20200719,0.00017782823627379658
20200720,0.00017766698649496313
20200722,0.00017768158463303446
20200727,0.00017701693016695304
20200728,0.00017698704204611573
20200729,0.00017686203955415738
20200730,0.00017692427413329258
20200802,0.00017578725242005592
20200803,0.00017561238368682096
20200805,0.00017507262183440666
20200810,0.00017377623322577433
20200811,0.00017736315385072298
20200812,0.00017822905365425827
20200813,0.00017783841655182254
20200816,0.0001771907129179051
20200817,0.0001772347374931706
20200819,0.000177979574718551
20200824,0.0001781268405805744
20200825,0.0001763172420113136
20200826,0.00017617845559257805
20200827,0.00017561323501885575
20200830,0.00017429683716442288
20200831,0.0001737084993040188
20200902,0.0001726457907140306
20200907,0.00017179184644131778
20200908,0.00017324826229123862
20200909,0.00017276072155279925
20200910,0.00017229819300585369
20200913,0.00017222181943413222
20200914,0.00017321304890315873
20200916,0.000173216013812426
20200921,0.00017195506499284162
20200922,0.00017379004913988864
20200923,0.00017359856016045723
20200924,0.00017230873540384262
20200927,0.00017188298855997137
20200928,0.00017214631887233777
20200930,0.0001724497522350085
20201005,0.00017747666714056892
20201006,0.00018230869065643436
20201007,0.00018381438717593183
20201008,0.0001836300268057432
20201011,0.00018323419758241161
20201012,0.00018240760854994456
20201014,0.00017998742494823025
20201019,0.00017840667185707625
20201020,0.000178019294576728
20201021,0.00017769286463091937
20201022,0.0001778747871918155
20201025,0.0001792063864483855
20201026,0.00017884281925028083
20201102,0.00017359713211556743
20201103,0.00017333606251781288
20201104,0.00017173543581536162
20201105,0.0001685790404419203
20201108,0.00016509368164821923
20201109,0.00016324425791447976
20201117,0.00016107189557232194
20201118,0.0001610173073726515
20201119,0.00016019853801758484
20201122,0.00015819770857872543
20201123,0.0001578412732133218
20201201,0.00015175693854928716
20201202,0.00015149834069649586
20201203,0.00015159035817368215
20201206,0.00015047751787442177
20201207,0.0001497135136594665
20201215,0.0001484348547866274
20201216,0.00014887912090631313
20201220,0.00014838163666914481
20201221,0.0001483871623672069
20201229,0.00014632577240358854
20201230,0.00014180139968893654
20210103,0.0001410110580387974
20210126,0.00013280525787025206
20210127,0.00013236667915214178
20210131,0.00013182962513534827
20210209,0.00012592718190769533
20210210,0.0001258338545947596
20210214,0.00012528279652924355
20210223,0.0001147393811143374
20210224,0.00011445169212756055
20210228,0.00011230622725002845
20210309,0.00011476119662523994
20210310,0.00011454745359160675
20210314,4.764493613542466e-06
20210323,4.7479668667164315e-06
20210324,4.74718255621357e-06
20210328,0.00010077431112845921
20210406,9.744584562754174e-05
20210407,9.735474092615032e-05
20210411,9.634434005753444e-05
20210420,9.595838167066703e-05
20210421,9.56867077874944e-05
20210425,9.467574672424347e-05
20210504,9.184754099914592e-05
20210505,9.184257043369872e-05
20210509,9.160996714025385e-05
20210518,9.125062274182096e-05
20210519,9.111906128312021e-05
20210523,9.102328896345723e-05
20210601,8.965220970378228e-05
20210602,8.968072015801629e-05
20210606,8.898133041617564e-05
20210615,8.598538144457114e-05
20210616,8.593522050446978e-05
20210620,8.50862480157236e-05
20210629,8.274751509576957e-05
20210630,8.257743537686362e-05
20210704,8.173691117504368e-05
20210713,8.116689562920862e-05
20210714,8.108459078454436e-05
20210718,7.966093783459771e-05
20210727,7.860465549582772e-05
20210728,7.727921233088098e-05
20210801,7.669537415300832e-05
20210810,7.478625631623546e-05
20210811,8.710971369082197e-06
20210815,8.686500050101049e-06
20211010,8.566890053194772e-06
20220222,4.481670701801417e-06
20220227,4.460022601480726e-06
20220308,4.458209541473223e-06
20220313,4.457160199394658e-06
20220322,4.453199039246065e-06
20220327,4.4531662444287706e-06
20220419,4.466712154072895e-06
20220424,4.465622717050133e-06
20220503,4.583196977639039e-06
20220508,4.589799903766387e-06
20220517,4.590110829801741e-06
20220522,4.588289303088926e-06
20220531,4.58792096375389e-06
20220605,4.5896042147700735e-06
20230604,3.724142563096828e-06
20230618,2.706637728533358e-06
20230702,2.8577196953846933e-06
20230716,2.836481098211704e-06
20200127,0.00022477383644979018
20200128,0.0002249248726094255
20200129,0.00022437217505332405
20200130,0.00022723951416708663
20200202,0.00019530939150711965
20210104,0.00012170817696518905
20210112,0.00011893156229074552
20210113,0.00011882662709633088
20210117,0.00011758504573017145
20210824,6.169355706877631e-05
20210825,6.145103065674054e-05
20210829,5.65579853367771e-05
20210907,5.565721113753075e-05
20210908,5.573489381463436e-05
20210912,5.8375061624356066e-05
20210921,5.7125769253089355e-05
20210926,5.8247648398323666e-05
20220405,3.935941160373197e-05
20220410,4.075881831933063e-05
