timestamp,jaccard_coefficient
20190120,0.06898781492225929
20190121,0.06542940891579326
20190123,0.06803257292954275
20190128,0.0787205471314955
20190129,0.08196816693540342
20190130,0.09734947750189782
20190220,0.04258088443372201
20190225,0.03650874805542581
20190226,0.03611736887079035
20190227,0.03585080504067714
20190228,0.03436568777173944
20190303,0.030650468144865384
20190304,0.030342242152404535
20190306,0.030076142146258165
20190311,0.029761932083693727
20190312,0.029918152733371214
20190313,0.029723252953292298
20190314,0.029831481566852475
20190317,0.03043710115213936
20190318,0.030778032653705795
20190428,0.028971816162016797
20190429,0.028992082982607924
20190501,0.029091423553740232
20190506,0.029793453771383295
20190507,0.029908253059725904
20190508,0.030066107826191485
20190509,0.030368546404388585
20190617,0.028238592439088397
20190618,0.0282557081717834
20190619,0.028276641724755545
20190620,0.02833935011404713
20190623,0.028620971252821995
20190624,0.02873435690314276
20190626,0.02916512019808891
20190715,0.023698993790358173
20190716,0.023482711995225256
20190717,0.023464737105359207
20190718,0.023431573078984996
20190721,0.02329365252102601
20190722,0.023273559665824096
20190724,0.02327053999804048
20190729,0.023096381045636983
20190730,0.02315503137833653
20190731,0.023016406661851604
20190801,0.02300178128398494
20190804,0.022543850639058543
20190805,0.022646815448805042
20190807,0.023006370078658994
20190812,0.023168132914098662
20190813,0.023107889576311207
20190814,0.02323894788759369
20190815,0.02293455083149068
20190818,0.022769712870071512
20190819,0.022761936132732426
20190821,0.02276890862344021
20190826,0.0229121432001603
20190827,0.022787166649514655
20190828,0.022737096104520068
20190829,0.02270847731888197
20190901,0.02270366970977127
20190902,0.022664886464075475
20190904,0.022149754163144766
20190909,0.021990989730187212
20190910,0.02193659508445299
20190911,0.02186182525987132
20190912,0.02175165334699987
20190915,0.021787368302868548
20190916,0.02175230833519325
20190918,0.02178859086272628
20190923,0.021494880073015057
20190924,0.021400413760295976
20190925,0.02144001922509389
20190926,0.02154220316033166
20190929,0.021477954564917016
20190930,0.021505680888328826
20191002,0.021613663324404828
20191007,0.021591708328352735
20191008,0.021694510796023938
20191009,0.021744606678300353
20191010,0.021809787308425255
20191013,0.022325673515962367
20191014,0.02231371206096286
20191016,0.022125872211495107
20191021,0.02197327395928638
20191022,0.021978250202589065
20191023,0.021946303196766374
20191024,0.021875300500595957
20191027,0.02176724048739195
20191028,0.021791821943418405
20191030,0.021705043076752074
20191104,0.021675787233996144
20191105,0.021973211845067613
20191106,0.02200529928798448
20191107,0.021939592828420063
20191110,0.02197414570570658
20191111,0.02198881074216474
20191113,0.022207046101932016
20191118,0.022615754914733353
20200127,0.014151857897155142
20200128,0.014093120013689684
20200129,0.014073167150141244
20200130,0.01415247153385014
20200202,0.019259147327072446
20200203,0.019818902218566168
20200205,0.019802884601503073
20200210,0.019721556776318917
20200211,0.01970002007214445
20200212,0.01959687797602989
20200213,0.019543972491625695
20200216,0.01946340787403061
20200217,0.019466843958166915
20200219,0.019516739052713627
20200224,0.019878707976233728
20200225,0.01992708762570003
20200226,0.019919550429929735
20200227,0.019907049010850688
20200301,0.01985006630442411
20200302,0.019573795555145733
20200304,0.01950236203623491
20200309,0.01957550767819174
20200310,0.01958819183853545
20200311,0.019589312072789907
20200312,0.019617175408927073
20200315,0.020011185663234322
20200316,0.019883481871168264
20200318,0.01980923698995069
20200323,0.020001320315312324
20200324,0.019935461699298995
20200325,0.01987472726027556
20200326,0.019517328104812583
20200329,0.01958172081028475
20200330,0.019565244339440197
20200401,0.019512569001442243
20200406,0.019650877683834646
20200407,0.01963878574736699
20200408,0.01960192775387996
20200409,0.019524040838078387
20200412,0.019461359639447142
20200413,0.01950054628683387
20200415,0.019620086786158678
20200420,0.019461225993250345
20200421,0.019829790235751148
20200422,0.01981791228280788
20200423,0.019860516092079207
20200426,0.019804311896706752
20200427,0.019702859922016654
20200429,0.01964439179800439
20200504,0.019603913018931697
20200505,0.019589623615625433
20200506,0.01964741280309256
20200507,0.019542531461987537
20200510,0.019486855217689263
20200511,0.019566020211529204
20200513,0.01944791277939809
20200518,0.019296738341657394
20200519,0.01929916635557889
20200520,0.019295043345832645
20200521,0.019132200134634493
20200524,0.0189569742828282
20200525,0.018937756859008417
20200527,0.01888667025998212
20200601,0.0189743841021426
20200602,0.018997200880173714
20200603,0.018970392219084867
20200604,0.017584222072857647
20200610,0.018743747029126838
20200615,0.019586423588708476
20200616,0.019457424847071893
20200617,0.019442410633758747
20200618,0.019442902457363888
20200621,0.019340694365367995
20200622,0.019328867351457817
