timestamp,nodes,edges,components,density,bridges,diameter,transitivity,average_clustering,degree_assortativity,label_communities,lpa_communities,label_non_randomness,lpa_non_randomness,label_relative_non_randomness,lpa_relative_non_randomness
20200318,5081,28441,1,0.002203748099682777,1612,7,0.07192054694148384,0.2776584834414291,-0.3106955383990242,16,21,56.283467224590055,74.43466385317586,-132.43165211645015,-132.5556286564743
20200323,4857,26363,1,0.0022355173446568567,1626,7,0.06963295048341876,0.25077025120618585,-0.30119304510976547,14,20,52.86310881978439,50.57041544591304,-122.23933952504494,-141.82355068091283
20200324,4867,26431,1,0.002232081970636776,1633,7,0.06963414848873102,0.25052753484692203,-0.30137314613342897,16,22,11.947198550177689,50.59915813319152,-168.58870837858703,-145.74608599598025
20200325,4876,26470,1,0.002227130266506805,1634,7,0.06959290658848998,0.25080924923435094,-0.30150052369077357,16,21,11.88416140100739,69.30236561500803,-168.76888464849438,-130.43717421733953
20200326,5124,28335,1,0.0021588364180275296,1705,7,0.0727567429195023,0.271728387800705,-0.30947388932105696,10,18,102.23728024086137,15.691077170544151,-28.34063272384865,-172.77926553791585
20200329,5194,28890,1,0.0021421864583117834,1728,7,0.07284231006107068,0.27335757204092104,-0.3114644414415811,11,23,80.32649817420048,74.48155305703385,-74.38376167024398,-138.27448683850665
20200330,5219,29046,1,0.002133167493747049,1734,7,0.07273080776240796,0.27417945921691816,-0.3117540096539564,11,20,80.53644660104376,56.0055790328104,-74.34357833061927,-145.15047344445944
20200401,5218,29040,1,0.0021335444543162507,1729,7,0.07287952814397737,0.2735764263476274,-0.31187626935266977,15,23,36.1190883879391,74.77439297031938,-150.63964366641608,-138.4438288865531
20200406,5216,28564,1,0.0021001829314918623,1721,7,0.07223261633984232,0.2755716285465649,-0.3134681890834583,14,24,56.41818694676836,55.13336096730397,-123.57785646148506,-151.8093201141893
20200407,5220,28630,1,0.0021018104347583504,1723,7,0.07245935866760073,0.2753639859635356,-0.31314275529348584,11,24,80.06660720864161,55.335213874713745,-73.00030069141802,-151.8876438907259
20200408,5223,28655,1,0.0021012296244705586,1722,7,0.07249621460478588,0.27526738179644716,-0.31289757639138394,11,21,80.15270737601868,74.76437509047452,-72.93944433302686,-131.88481245762827
20200409,5230,28792,1,0.0021056272801302633,1730,7,0.07292865767445353,0.27494745301172563,-0.31326603588621627,13,23,35.87503770960212,37.06375512292179,-144.01131987693333,-163.19742995116442
20200412,5253,29049,1,0.0021058579081999927,1724,7,0.07297945918438158,0.2755387973080138,-0.31304443625505146,10,21,103.88064987480985,75.47647228088789,-26.139656500147474,-132.61556120264564
20200413,5257,29085,1,0.002105259957803598,1725,7,0.0731446066147872,0.2765155949614302,-0.3130960732325225,13,21,36.522941706785865,75.77385258624275,-144.1225929100446,-132.4947845626972
20200415,5239,28949,1,0.002109840717192793,1721,7,0.07306846955992972,0.27721721986008696,-0.3141297983585427,11,25,81.120964545654,74.26427160526744,-72.68455863328104,-142.5706935657578
20200420,5273,29060,1,0.002090703434653071,1747,7,0.07304965727984776,0.2748159414215948,-0.313731972105671,8,23,55.71756955328256,37.52545500780914,-78.77954661354083,-163.62794875615762
20200421,5339,29171,1,0.0020471177436918197,1805,7,0.072796089216895,0.2719078254277106,-0.3150004251238107,12,22,58.829135475710345,56.513942887098345,-110.80305614066336,-148.72464332086582
20200422,5366,29348,1,0.002038863313555822,1813,7,0.07269941379750917,0.27044311351273603,-0.3148194681175691,15,23,36.78351287151676,37.70351705957033,-150.25545624753494,-164.1546046339671
20200423,5364,29307,1,0.0020375336686326603,1814,7,0.07271024568516324,0.27085118693232063,-0.315081575696744,14,23,58.243876192680595,37.69439773567201,-122.97279952679524,-164.03268540148267
20200426,5408,29007,2,0.0019839912758280688,1886,7,0.07220412333328642,0.26805798797973396,-0.3154748336652822,13,23,36.48769286055082,37.45192855561977,-142.9979137242841,-163.06588254485249
20200427,5426,28996,2,0.001970101287367021,1893,7,0.07197242458035831,0.2667729478676136,-0.3148700029854789,15,22,36.35338313233679,56.19015822429658,-149.21510035851654,-147.86778601808305
