timestamp,global_efficiency
20190120,0.354184385112184
20190121,0.3608679704396285
20190123,0.36238953583385763
20190128,0.36541718181882404
20190129,0.3658821207547509
20190130,0.37128920533170756
20190220,0.3715459469807198
20190225,0.37942002905923733
20190226,0.3791911625754173
20190227,0.3805078578722137
20190228,0.3813874697247044
20190303,0.378214700684588
20190304,0.37930907954728116
20190306,0.37912327149261793
20190311,0.37654417341335966
20190312,0.37675157952601446
20190313,0.37611859764874156
20190314,0.37550804616138866
20190317,0.3744391898713637
20190318,0.3748010520367836
20190428,0.3839351586094452
20190429,0.3839368800556274
20190501,0.3839188609176272
20190506,0.38527334536541935
20190507,0.38531324321100446
20190508,0.38538526525364747
20190509,0.385653323693087
20190617,0.37699403766807066
20190618,0.3770203773936038
20190619,0.37698859881339686
20190620,0.37741822560740346
20190623,0.3780374556958492
20190624,0.37833723304541084
20190626,0.3796706223183693
20190715,0.3686647423842363
20190716,0.3683695743578841
20190717,0.3689040872122354
20190718,0.3685547723152125
20190721,0.3684609682469977
20190722,0.3685771220831142
20190724,0.3697037510407131
20190729,0.36962122881531595
20190730,0.36914252186275237
20190731,0.36758957836738587
20190801,0.3676081335269512
20190804,0.35994042898098244
20190805,0.3599220728729965
20190807,0.35981486733216256
20190812,0.3592777841782064
20190813,0.3586176355564621
20190814,0.3588192317691738
20190815,0.3569717160004802
20190818,0.35757209966390974
20190819,0.35768005186120777
20190821,0.35731651706947176
20190826,0.3577833779292445
20190827,0.357747549366702
20190828,0.3575842959944553
20190829,0.35748520982537346
20190901,0.35729236391331337
20190902,0.3570912495460888
20190904,0.35711221509853247
20190909,0.35838732888544583
20190910,0.35870251068977826
20190911,0.3585540298193792
20190912,0.35807421425538694
20190915,0.35797328038011217
20190916,0.3579807049755792
20190918,0.35813914130635904
20190923,0.35718773879816135
20190924,0.35715580934156077
20190925,0.3572527690005848
20190926,0.35750527016256933
20190929,0.357640435653896
20190930,0.3577117879290159
20191002,0.3581699580357379
20191007,0.3577714837115325
20191008,0.35764486217344865
20191009,0.3575454963935692
20191010,0.3575432236080499
20191013,0.3636020622285022
20191014,0.3633562180960076
20191016,0.3625431167622717
20191021,0.3610527294145228
20191022,0.3611830998902134
20191023,0.36127637096783427
20191024,0.36122778228860514
20191027,0.3610396336327174
20191028,0.3609717380328235
20191030,0.36078663165212954
20191104,0.36096060087901466
20191105,0.3614918529227126
20191106,0.3614277302239574
20191107,0.36109012736831225
20191110,0.36075095732823453
20191111,0.36075599026197874
20191113,0.36067813874693483
20191118,0.3569543359444702
20200127,0.3470761826887051
20200128,0.3470626182587715
20200129,0.3470251527690288
20200130,0.3470216592672355
20200202,0.35245013196737207
20200203,0.3544306316350343
20200205,0.3550570592408129
20200210,0.3543111657893726
20200211,0.3539374615909802
20200212,0.35390683334892403
20200213,0.3539745685383037
20200216,0.35402978002374047
20200217,0.3543769102047461
20200219,0.3545903399373189
20200224,0.35449440844530594
20200225,0.35464953403929317
20200226,0.35455140486544634
20200227,0.3543565056904829
20200301,0.35401288862369884
20200302,0.3526831355265205
20200304,0.3522187853693161
20200309,0.3521206571606811
20200310,0.3519941257780941
20200311,0.35178641433953595
20200312,0.3516900329584966
20200315,0.3525495035043904
20200316,0.35215332805847954
20200318,0.3513951268689831
20200323,0.348035472479314
20200324,0.3479300308359686
20200325,0.3478467928199285
20200326,0.34830937201309997
20200329,0.3483495423830089
20200330,0.34838557795891967
20200401,0.34825717781082255
20200406,0.3481655505181149
20200407,0.348206216473022
20200408,0.3481643906245489
20200409,0.34800829447016696
20200412,0.34786274245547855
20200413,0.34796633129849885
20200415,0.34827115561511585
20200420,0.34814206142307674
20200421,0.34674272213623775
20200422,0.3464309780415176
20200423,0.34643245597531597
20200426,0.3423889283641332
20200427,0.34243692261082354
20200429,0.34246996779353955
20200504,0.3404331017823267
20200505,0.3405381536596473
20200506,0.3405647242261371
20200507,0.33979104077261285
20200510,0.3393777043489169
20200511,0.33913397762030456
20200513,0.3408031885380293
20200518,0.3405905954148462
20200519,0.3406361646935152
20200520,0.34064209315890537
20200521,0.34007976889550945
20200524,0.3384443382115285
20200525,0.33814162995556013
20200527,0.3378322489485599
20200601,0.3377998909737695
20200602,0.3374715928549033
20200603,0.33745938337662407
20200604,0.3322449477145235
20200610,0.33860058960175216
20200615,0.33877858284609086
20200616,0.33871214925198334
20200617,0.33876648722277364
20200618,0.33880118948230165
20200621,0.33928947050670794
20200622,0.3393661141790934
20200624,0.339668373622389
20200629,0.3398849596247266
20200630,0.339332968703012
20200701,0.3393447898728516
20200702,0.3394093376553188
20200705,0.33899800943301284
20200706,0.3388724663962523
20200708,0.3383954000716397
20200713,0.33873273911484436
20200714,0.33858663851931664
20200715,0.3387292760472752
20200716,0.3388444315750733
20200719,0.3386816073758665
20200720,0.3387370284189343
20200722,0.33874870740071716
20200727,0.33864335519668276
20200728,0.33873248082992685
20200729,0.3389127172131864
20200730,0.33883084023248233
20200802,0.33832525688336573
20200803,0.3384210821571081
20200805,0.3381446347845345
20200810,0.3384064422949195
20200811,0.33862611180139907
20200812,0.33886569984232623
20200813,0.33869163828627036
20200816,0.33861675797003854
20200817,0.3390112621961711
20200819,0.3390065798481743
20200824,0.3408847410306741
20200825,0.3404893554771288
20200826,0.34005715176453316
20200827,0.3400406103245993
20200830,0.33796446588547424
20200831,0.33807935661011423
20200902,0.33633540229146464
20200907,0.3363415002221276
20200908,0.336559352944739
20200909,0.33659346409550017
20200910,0.33680868903010835
20200913,0.33679508249837037
20200914,0.3370321908902495
20200916,0.3370177077196361
20200921,0.3355847794754734
20200922,0.335556656647838
20200923,0.3353747485748747
20200924,0.33523085691181204
20200927,0.3354153470026882
20200928,0.33612194788819866
20200930,0.3356942767108564
20201005,0.34321181874449563
20201006,0.3471981112436065
20201007,0.34785213306348495
20201008,0.3475982687016639
20201011,0.34736403477073813
20201012,0.3477603154005487
20201014,0.34728034156688287
20201019,0.3472298172002722
20201020,0.34709351817678114
20201021,0.3470047031851179
20201022,0.34684391738740084
20201025,0.3465555133726949
20201026,0.34629364709089777
20201102,0.33626326636733816
20201103,0.3350171362653813
20201104,0.33469439793876465
20201105,0.33264245830724104
20201108,0.3323116703944114
20201109,0.33188710993876114
20201117,0.33192354441889815
20201118,0.33165481852270684
20201119,0.3315649526511364
20201122,0.33129955888295265
20201123,0.3314871382220971
20201201,0.32895729701666293
20201202,0.3288020189951187
20201203,0.32877442449233407
20201206,0.3282415407751046
20201207,0.32802915198087806
20201215,0.3284563951987269
20201216,0.3286590983109317
20201220,0.3283891020964877
20201221,0.3282654694163878
20201229,0.3228007219456707
20201230,0.32625562385251056
20210103,0.3260670344111338
20210104,0.32621797997768365
20210112,0.32601663907453293
20210113,0.3259739697279562
20210117,0.32586963880537634
20210126,0.3255417071460835
20210127,0.32547591690600547
20210131,0.3247860744823037
20210209,0.3213280286832971
20210210,0.3213599647886204
20210214,0.3213134336853139
20210223,0.31622126509626486
20210224,0.31593099258899804
20210228,0.31508240360784484
20210309,0.31666157273115025
20210310,0.31684416764712553
20210314,0.3159441371538755
