timestamp,global_efficiency
20210323,0.31337379951219985
20210324,0.3136028134022072
20210328,0.31046657822857154
20210406,0.31104480421132535
20210407,0.31065930636338873
20210411,0.31101007414452564
20210420,0.3113701842555405
20210421,0.3111465325190561
20210425,0.31031454583914786
20210504,0.30996398133194075
20210505,0.3101481269567174
20210509,0.3110564152154073
20210518,0.3118559513183407
20210519,0.312217450763667
20210523,0.3122378591117593
20210601,0.31190084029363574
20210602,0.31219728861828716
20210606,0.31277429837781684
20210615,0.31268691325794384
20210616,0.31276000251353236
20210620,0.3127949910107684
20210629,0.31214325122005626
20210630,0.31235390291803905
20210704,0.31227529280868394
20210713,0.31484797620446503
20210714,0.31488674431270813
20210718,0.31464085322707475
20210727,0.31451530310383746
20210728,0.31376259545156304
20210801,0.3143388394059125
20210810,0.3132341435142569
20210811,0.3131783314446438
20210815,0.3113894225275919
20210824,0.3101102926640148
20210825,0.3100710363608209
20210829,0.3089812067251694
20210907,0.30993445370667444
20210908,0.3096504410354669
20210912,0.3129711197215144
20210921,0.3121123017649408
20210926,0.3089064182298709
20211010,0.30758984476983287
20220222,0.2979316503268566
20220227,0.29787077171860116
20220308,0.29820912962814766
20220313,0.2978149005983741
20220322,0.2967204300769075
20220327,0.2966413820901304
20220405,0.2953907297432503
20220410,0.29617223956123
20220419,0.2959798154573765
20220424,0.2959027461255349
20220503,0.30775229870170395
20220508,0.3069270035924338
20220517,0.305988803485816
20220522,0.30650371786560826
20220531,0.30690115030625137
20220605,0.3069392688387905
20230604,0.30519015040872405
20230618,0.304998862794228
20230702,0.30822888347000515
20230716,0.30722481779566685
