timestamp,ks_stat,ks_p,wasserstein_distance
20190121,0.02226766104271297,0.9232425965992268,0.6195403241942179
20190123,0.002520240768632654,1.0,0.07591171816802261
20190128,0.017300056721497446,0.9929537854499858,0.39737460497529314
20190129,0.012154588810405851,0.9999902286581163,0.2503770346871912
20190130,0.021580268349918896,0.951904354099561,0.581666889693196
20190220,0.18273501376096712,1.1686313131105303e-22,6.842590624156109
20190225,0.10557557775204635,5.718437916425065e-14,4.652276496391378
20190226,0.004973966059182839,0.9999999999995131,0.2937609942270848
20190227,0.015303940417891586,0.8530527145237795,0.656058819847981
20190228,0.030670342544752403,0.10070845959574926,1.5537225338500584
20190303,0.0408996349871954,0.008427079910224473,1.9302195622405856
20190304,0.009001878255401118,0.9989943578392282,0.4013377034206087
20190306,0.011339218354259849,0.9771993727388356,0.7271103896103988
20190311,0.017488705313755876,0.6504136027091186,0.7078409419243165
20190312,0.004825304188717709,0.9999999999969984,0.1462376339299892
20190313,0.006964783335256321,0.9999944600661432,0.30022915397939753
20190314,0.008666063227060913,0.9993701224024736,0.352081866639843
20190317,0.024307181889149102,0.2635852585166693,1.028873926619836
20190318,0.00796308954203691,0.9998970341102066,0.2715225563909993
20190428,0.09739259900234144,1.0207334316630587e-15,7.317660083477569
20190429,0.0021385533859883143,0.9999999999999987,0.08022170075314902
20190501,0.0029622643854220324,0.999999999999996,0.16310657588034874
20190506,0.011615514584377727,0.939443115335073,0.7993768561473226
20190507,0.005796919733350051,0.9999996899330872,0.34343689453712445
20190508,0.0062846128689493744,0.9999965093603264,0.30424704319398976
20190509,0.00698072799983628,0.9999526312544468,0.41749756526830134
20190617,0.014101367759904346,0.7921055305205217,1.1663233712014198
20190618,0.0012987283026581885,1.0,0.05087243033720695
20190619,0.001981797233752846,0.9999999999999988,0.08372870374603988
20190620,0.0017753062981012695,1.0,0.18826847303764147
20190623,0.010260621485025557,0.9737220211323465,0.5606535912865698
20190624,0.004659836375605469,0.9999999998528615,0.24657178828521087
20190626,0.007991245395825549,0.9989231095809564,0.5390807665616774
