timestamp,constraint
20190120,0.6055224387079383
20190121,0.5892018301773754
20190123,0.5886308746166512
20190128,0.6030889797015615
20190129,0.6119363608549333
20190130,0.6244646060847612
20190220,0.4932508747261961
20190225,0.4297783180946297
20190226,0.4291531681135765
20190227,0.4225697395298062
20190228,0.4110207792308286
20190303,0.3964183170847697
20190304,0.39229583328331086
20190306,0.39289256788323523
20190311,0.401873937437389
20190312,0.4022185016612169
20190313,0.4043880513118829
20190314,0.4081761792490015
20190317,0.4204491862940633
20190318,0.4228347668331425
20190428,0.37791844371711536
20190429,0.3782315243772495
20190501,0.378279474856309
20190506,0.38034104849828776
20190507,0.3807158494296997
20190508,0.3809939039091063
20190509,0.3813550190580866
20190617,0.40384043578304424
20190618,0.4032748128455883
20190619,0.4031310119355334
20190620,0.4025931434520065
20190623,0.40336680535020397
20190624,0.40297746386299454
20190626,0.402563461598051
20190715,0.42032227544846734
20190716,0.4209924766519896
20190717,0.4202410593713872
20190718,0.42070672874672377
20190721,0.4166659900641889
20190722,0.41624830119032147
20190724,0.41482369666263935
20190729,0.41418197386769395
20190730,0.41678254144123283
20190731,0.42164178901949445
20190801,0.4205357837143489
20190804,0.43840090230123074
20190805,0.4398258659125756
20190807,0.44473519665753164
20190812,0.44885415382231686
20190813,0.44996845144733594
20190814,0.45042431775737585
20190815,0.45422797510740176
20190818,0.45149748313276317
20190819,0.452301600567796
20190821,0.4537819364661434
20190826,0.45428517298875387
20190827,0.45310565112027673
20190828,0.4540444789356031
20190829,0.4543515158730248
20190901,0.45545756078202954
20190902,0.45571302204629477
20190904,0.45181574173632116
20190909,0.4479861135979853
20190910,0.44823868979779047
20190911,0.44860315941866524
20190912,0.4498701100524402
20190915,0.45048823364172375
20190916,0.45034170950978036
20190918,0.45117379109658334
20190923,0.4529907415966332
20190924,0.45231733034680655
20190925,0.4519227732159211
20190926,0.4515984111711692
20190929,0.45318250001770366
20190930,0.4528367854701037
20191002,0.4521703984373665
20191007,0.45463235697870835
20191008,0.4559325786532907
20191009,0.45723262030483514
20191010,0.45849554509448676
20191013,0.443024892528178
20191014,0.44341834882060865
20191016,0.4448132390073751
20191021,0.44856520413093953
20191022,0.44780779058337145
20191023,0.4477942682784008
20191024,0.4467920660370815
20191027,0.4465648216666838
20191028,0.44720092939585765
20191030,0.4486262270682793
20191104,0.448631744500639
20191105,0.44885215385813404
20191106,0.4496271442993156
20191107,0.4500303878755864
20191110,0.45179328386837564
20191111,0.4521465404560951
20191113,0.45271313616582176
20191118,0.4667803325153248
20200127,0.4580973572968537
20200128,0.45826753400847375
20200129,0.4591587036489169
20200130,0.454844312410967
20200202,0.47555486494995675
20200203,0.47170376411310483
20200205,0.47043897919136707
20200210,0.47374888419364114
20200211,0.4739492738887217
20200212,0.47377205979012266
20200213,0.473124188059365
20200216,0.47232027214030736
20200217,0.4694502670610782
20200219,0.4683465037720729
20200224,0.4697932292184433
20200225,0.4696785330744768
20200226,0.47044711362874697
20200227,0.4714483001312329
20200301,0.4737483743235118
20200302,0.47772441245121344
20200304,0.4780068958954644
20200309,0.48065857236866943
