timestamp,constraint
20200310,0.48159520538889433
20200311,0.48260585689305274
20200312,0.4834332986899028
20200315,0.4837880837475189
20200316,0.4821473344001749
20200318,0.48321029497694956
20200323,0.4965091879853762
20200324,0.4968619058280071
20200325,0.4966816080764909
20200326,0.49464004080939167
20200329,0.4940899652568442
20200330,0.4938068905191965
20200401,0.4934829312076417
20200406,0.4937558995344753
20200407,0.493489363338512
20200408,0.4932719093516604
20200409,0.4938410010267219
20200412,0.4928823918624596
20200413,0.49285672730766467
20200415,0.49322303505332615
20200420,0.49490476614942036
20200421,0.5000046575255574
20200422,0.49989730762034545
20200423,0.5002807511806611
20200426,0.5084594905737744
20200427,0.5090348498345212
20200429,0.5094332884855582
20200504,0.5152182555734895
20200505,0.5150956518306827
20200506,0.515556343705217
20200507,0.5163914538116992
20200510,0.519454671699532
20200511,0.5221244916598355
20200513,0.5211894420062252
20200518,0.5202818801849781
20200519,0.5200638837656836
20200520,0.5203084195745086
20200521,0.521356000376709
20200524,0.530336223767079
20200525,0.531313029260408
20200527,0.5313077405244202
20200601,0.5313849746858287
20200602,0.5324621812564391
20200603,0.5331131058123069
20200604,0.5372445146725647
20200610,0.5421638380420489
20200615,0.5334716551156267
20200616,0.5333958225242392
20200617,0.5332107586095219
20200618,0.5329293102585735
20200621,0.5298289255751581
20200622,0.5292556108686204
20200624,0.5259912255176362
20200629,0.525323321631853
20200630,0.5266519072046747
20200701,0.5268347192592403
20200702,0.5261008755683136
20200705,0.5275560816449397
20200706,0.5281680948940736
20200708,0.5302616367118678
20200713,0.5282520883841497
20200714,0.5280253517271523
20200715,0.5280598698722115
20200716,0.5279242303849213
20200719,0.5286003182049424
20200720,0.5290628960535383
20200722,0.5294499461025951
20200727,0.5318575363259871
20200728,0.5314543191651043
20200729,0.5310938313112663
20200730,0.531683509844131
20200802,0.5337635889339649
20200803,0.5336523640406229
20200805,0.5355512585009842
20200810,0.5354383704893203
20200811,0.5314593354272843
20200812,0.5309639868188425
20200813,0.5315941615388037
20200816,0.5329481371543762
20200817,0.532580563653057
20200819,0.5322773095358072
20200824,0.5306482807335021
20200825,0.5328774744762259
20200826,0.5340359274647939
20200827,0.5343354009291521
20200830,0.5367189547377292
20200831,0.5359705737679499
20200902,0.5389107997933384
20200907,0.539777475537889
20200908,0.5383508243624336
20200909,0.5381691606275382
20200910,0.5377191012525734
20200913,0.5367683678379518
20200914,0.5359867087283476
20200916,0.5355524753206542
20200921,0.5383611336595924
20200922,0.5391895620116594
20200923,0.5400515548450225
20200924,0.5387630158381891
20200927,0.5383926929166911
20200928,0.5387718585199186
20200930,0.5388331439935277
20201005,0.5212501218573584
20201006,0.5112050926769779
20201007,0.5093377981321622
20201008,0.50983711710761
20201011,0.511244218155486
20201012,0.5119144387761211
20201014,0.5149776691892763
20201019,0.5159067140116782
20201020,0.5166347751553879
20201021,0.5169511691133873
20201022,0.5162464093408399
20201025,0.5139533394833514
20201026,0.5149763713063369
20201102,0.5340399654285776
20201103,0.5359175610333244
20201104,0.5388023191610135
20201105,0.5502625904651547
20201108,0.5541153491831182
20201109,0.555914337182457
20201117,0.5545042421909012
20201118,0.5542205518638988
20201119,0.5553088876172172
20201122,0.5582024357606282
20201123,0.5592939937198768
20201201,0.5713616251903956
20201202,0.5717034624312235
20201203,0.5719420487060157
20201206,0.5719637697736055
20201207,0.5724433214663349
20201215,0.573962219748376
20201216,0.5737435510802493
20201220,0.5757425461105674
20201221,0.5755658368285139
20201229,0.5828754999650843
20201230,0.5850699855839216
20210103,0.5827942750156108
20210104,0.5824406670021177
20210112,0.5834271380434094
20210113,0.5828442228861672
20210117,0.5839073048929618
20210126,0.5841220408112657
20210127,0.5836424072694087
20210131,0.5860703181817015
20210209,0.592618774729225
20210210,0.5923526065560967
20210214,0.592275777198839
20210223,0.6078465799062914
20210224,0.6082523327203128
20210228,0.6099955149138849
20210309,0.6001178327936345
20210310,0.5992416335620857
20210314,0.600077433859733
20210323,0.6082170095080778
20210324,0.6080480661961953
20210328,0.6152656218254988
20210406,0.6146809738469082
20210407,0.6141995027682299
20210411,0.6145947971696406
20210420,0.6127892711541174
20210421,0.6138265450861239
20210425,0.6171474533276783
20210504,0.6153496708613683
20210505,0.6137534259257219
20210509,0.6090272743706193
20210518,0.6023839308091194
20210519,0.6027790350306728
20210523,0.6029140954351063
20210601,0.6000076850723284
20210602,0.5991252291946996
20210606,0.5964852083347731
20210615,0.5955416533216513
20210616,0.5944142641665157
20210620,0.5925354715530021
20210629,0.5905841319614732
20210630,0.5906587346929025
20210704,0.5907509508244435
20210713,0.5832834943155571
20210714,0.5829351574613915
20210718,0.5825169351537066
20210727,0.578798343897341
20210728,0.5818510913483248
20210801,0.5792870069648575
20210810,0.5762540629980353
20210811,0.5762976858534435
20210815,0.5803548055813872
20210824,0.5819100922014494
20210825,0.5820385047434788
20210829,0.5842039248919729
20210907,0.5820145000097887
20210908,0.5832318794927674
20210912,0.5799288302211293
20210921,0.5804831398123077
20210926,0.5814672964311592
20211010,0.5777535107668846
20220222,0.6131329001498242
20220227,0.6187556800353673
20220308,0.6178466609217519
20220313,0.6184386820455879
20220322,0.6206960416453582
20220327,0.6204201084782832
20220405,0.6209389086120719
20220410,0.6117823780788061
20220419,0.6110484882842112
20220424,0.6105382144430888
20220503,0.5401397791905318
20220508,0.5374350204827743
20220517,0.5377229743986879
20220522,0.5386330934033015
