timestamp,powlaw_alpha,powlaw_k,powlaw_rsq
20190813,-2.078294311161872,0.6476243539117736,0.8496390999907594
20190814,-2.0769781022731224,0.6481165368161017,0.8518598540922242
20190815,-2.1120309901654664,0.6418816695360068,0.8323258248516512
20190818,-2.1200919333634016,0.6396520501949874,0.8291215194768189
20190819,-2.116789386396945,0.6414485752879834,0.8344495178948892
20190821,-2.1123590011276647,0.6443440102710145,0.8457102981569486
20190826,-2.1024192903178025,0.6448126053763298,0.8486466608775206
20190827,-2.1115440482958308,0.6416491456333479,0.8407434311797121
20190828,-2.110105562748356,0.6421827259646863,0.8457802205303256
20190829,-2.124708890464141,0.6372965403352284,0.8303492175746671
20190901,-2.0928138365027573,0.649587534799393,0.854003955190455
20190902,-2.112893728643091,0.6436264175142326,0.8394505148543262
20190904,-2.1060510397734333,0.6484096571403208,0.8466903862769922
20190909,-2.089269278160249,0.6500131027604106,0.8501959271133452
20190910,-2.1020728980154217,0.6445513111298725,0.8380096955868952
20190911,-2.0988997254994297,0.6470662293421752,0.8469171015716801
20190912,-2.0909575978550095,0.6518325764511006,0.8518092102909398
20190915,-2.0980783716117353,0.6488570672995373,0.8430587016191782
20190916,-2.1034779360095968,0.6449995994489685,0.8380109021353164
20190918,-2.0948600255414473,0.6522020713343064,0.8519701656746395
20190923,-2.102923376059568,0.6525898265918852,0.8451182669194911
20190924,-2.1222331180130847,0.6390457480479269,0.8265386328112196
20190925,-2.097383277946237,0.6462315359592414,0.8511496369222336
20190926,-2.1027194399060605,0.6456848448087108,0.8462843061962195
20190929,-2.1082497949855745,0.6485743693097554,0.8466519299496418
20190930,-2.10815710112555,0.6454702177678591,0.8411922340537927
20191002,-2.0966224081299987,0.6511433211914778,0.8539460607818947
20191007,-2.1220426356679507,0.6411065822191709,0.8276645347655119
20191008,-2.127815263834117,0.641419695139057,0.8248419977200478
20191009,-2.139552885843327,0.6358060338520812,0.8164677748248401
20191010,-2.1300166058010013,0.6385924183592754,0.8322006193032818
20191013,-2.1212466023776915,0.641167330314757,0.8236353708824886
20191014,-2.1109812620044606,0.6429622009405145,0.8354686597060108
20191016,-2.0903068798762385,0.6518039365683167,0.8551019581446715
20191021,-2.104107100405144,0.649922262805956,0.8315407704853239
20191022,-2.1128707123252273,0.6447459809698086,0.8289510868818462
20191023,-2.103389158855191,0.6484104043551422,0.8439875626422252
20191024,-2.112755476297116,0.643607429298699,0.8346250835013475
20191027,-2.108566098743199,0.645898850705254,0.84149524176039
20191028,-2.0853896631491873,0.6498269347704123,0.8550938289358792
20191030,-2.094148804899368,0.647692349836691,0.8455935495491396
20191104,-2.125944374279721,0.6379323453780924,0.8284763237024468
20191105,-2.1087097439956026,0.6467293371157407,0.8391609822243344
20191106,-2.121510969064312,0.6478914049792339,0.8391475035597998
20191107,-2.1121972232358135,0.6471640715347318,0.839972916117242
20191110,-2.107023951235316,0.6462259493900112,0.8446932134153705
20191111,-2.1072445702573317,0.64440420589715,0.8431704272384596
20191113,-2.1083302828241997,0.6483774512124832,0.8446992419949381
20191118,-2.1014480188193847,0.646493293423781,0.8528712661196294
20200127,-2.0729583693176656,0.6647526003182723,0.8445914044539635
20200128,-2.079818393805383,0.6610877433715949,0.8409403070127399
20200129,-2.0787479187822946,0.6619824041072118,0.8419430690402281
20200130,-2.0887698590785466,0.6603961446069044,0.836841655944888
20200202,-2.137632549300855,0.630951459016178,0.8278145034522714
20200203,-2.161796729661331,0.6236070843474448,0.822052980556243
20200205,-2.1273837842910823,0.6370063835757518,0.8550079330723634
20200210,-2.1516054844358687,0.6299470797797446,0.8358907628026391
20200211,-2.173583167316424,0.6209959029160977,0.8121742987547914
20200212,-2.148106157044043,0.634006414204159,0.8365814979010839
20200213,-2.153731731615012,0.6308268357922416,0.8291721310637401
20200216,-2.1280121919652104,0.6362766690399962,0.8409231295772754
20200217,-2.147937342869776,0.6349694672190498,0.8378502968482386
20200219,-2.140880196744241,0.6330341436993991,0.8360272187750267
20200224,-2.146601868554939,0.6313130473441713,0.8409851694050283
20200225,-2.1436113352393913,0.6330313996256642,0.8456955521739383
20200226,-2.1486729290136704,0.6291567230080398,0.8367131371410392
20200227,-2.161142589940018,0.6293549576174791,0.8291333186793378
20200301,-2.1699667488779784,0.6268484787525589,0.8216933916181544
20200302,-2.14345131568963,0.6301908615775382,0.8406439481681646
20200304,-2.133581554333555,0.6340585851299254,0.8498597857186776
20200309,-2.1404742420127993,0.6309504803228747,0.8486799004250742
20200310,-2.158999053890299,0.6251033812497526,0.8318210948583403
20200311,-2.14405411889222,0.6325106380949227,0.8475287522817057
20200312,-2.1571914146766384,0.6281978340255397,0.8389602624614063
20200315,-2.1642652051498947,0.6253796191372477,0.8398720207735751
20200316,-2.157819298373524,0.624658508302215,0.8470320677750531
20200318,-2.182378120786293,0.6206680195992939,0.8310724195061258
20200323,-2.1644793879695077,0.6289353703534275,0.8429237768342563
20200324,-2.1588627018054902,0.6297272868387129,0.8427223395862069
20200325,-2.1670484225054514,0.6261240661829008,0.8323953830431028
20200326,-2.1635732798653784,0.6238581068829561,0.833629187293096
20200329,-2.1567349003735248,0.6265348608540379,0.8361707955831782
20200330,-2.1585391504907374,0.6272225798166774,0.8449741978096283
20200401,-2.175047039310684,0.6206099087197455,0.8280512880764033
20200406,-2.1935173885790085,0.6124283323382017,0.8296049763934987
20200407,-2.2014868464610435,0.6134647835073181,0.825633797483365
20200408,-2.2085893402071446,0.6114839050018702,0.817094730065593
20200409,-2.182023206293948,0.6190136284523859,0.8362518849846683
20200412,-2.1776977290665958,0.6212586329255774,0.8399804736476697
20200413,-2.1797353722585653,0.6186396822037374,0.8300763781288425
20200415,-2.176911213355353,0.6176730158911753,0.8322193595721744
20200420,-2.1926694725795106,0.6194248032540011,0.8277889500060184
20200421,-2.2018974746466613,0.6181219218860795,0.8301298823159063
20200422,-2.19354598466463,0.6208876584947415,0.8358209917890298
20200423,-2.1892017483980473,0.6214595157085132,0.8412511283646107
20200426,-2.192218839307239,0.6175537446701675,0.8340357071386983
20200427,-2.201749368514777,0.6099088571655557,0.8231004973495792
20200429,-2.199501065771358,0.6133271801062248,0.8223104862313713
20200504,-2.214409226246485,0.6114308984030977,0.8229165554034439
20200505,-2.2140359018173292,0.6141965575659198,0.8282292284531534
20200506,-2.1981605647720923,0.6154437841042336,0.8375735454274592
20200507,-2.202243483678557,0.6149777060761148,0.8272605420840655
20200510,-2.2082796166025367,0.6167257468073347,0.8365362804769977
20200511,-2.199011690200474,0.6154825504184861,0.8372023998156011
20200513,-2.2139816950363285,0.608972770743909,0.8249754512887764
20200518,-2.1931614335287164,0.6226317283195316,0.8416046192745668
20200519,-2.188014992363852,0.6237092007231858,0.8418363009429608
20200520,-2.1782177102534663,0.6238130338960981,0.8454602488067793
20200521,-2.1918667599744652,0.6175842100645965,0.8389410663273729
20200524,-2.2229012114488014,0.6067236571914463,0.8314656510305319
20200525,-2.2134737529441373,0.612095436212494,0.8367304411806971
20200527,-2.2217828179566026,0.6109108357513123,0.8332808999916438
20200601,-2.2099907549346356,0.6121750455890059,0.8438518442345629
20200602,-2.2079365926436756,0.6151221234231421,0.8504147531530342
20200603,-2.2059817888454702,0.6167218622076672,0.8529090380670417
20200604,-2.165014441753719,0.6367126674375022,0.8651771445605199
20200610,-2.229004893694783,0.6054168563403372,0.8330935214795222
20200615,-2.2048732881227973,0.619933420407508,0.85522085107761
20200616,-2.201142494661783,0.6217794247381765,0.8571704582945315
20200617,-2.2046309307351497,0.6195171615834701,0.8530135622040066
20200618,-2.193697524104935,0.6217730041402266,0.857471671614847
20200621,-2.209121166614902,0.6156103354942866,0.8433598855641542
20200622,-2.212271708137021,0.6172014190533457,0.8496717387053309
20200624,-2.182971906900678,0.6232186803606506,0.8538966338941
20200629,-2.1996751190016246,0.6221502979100236,0.8501135343992661
20200630,-2.215445174525868,0.6149018974653638,0.8352681542393975
20200701,-2.205384241598657,0.6211582484379629,0.8479196325487508
20200702,-2.2159328077396685,0.6195237160421756,0.8447939261433218
20200705,-2.2102662813854743,0.6149430284613613,0.8403086856720594
20200706,-2.221303355988016,0.6103803370406552,0.8396613450591329
20200708,-2.223217836000837,0.6139452259267661,0.8439569645398706
20200713,-2.2248008388378073,0.6109516059309634,0.8364216406416879
20200714,-2.2075629539112733,0.6163190906971773,0.8505783474691511
20200715,-2.220537529262282,0.6095929303194402,0.8399496619631432
20200716,-2.2330737313772504,0.6092388288288779,0.8310468289717647
20200719,-2.2128895692148194,0.6162342079996672,0.8415812390869081
20200720,-2.2157670587734586,0.6149945612006122,0.8385649631876171
20200722,-2.212110519688189,0.6174393034795941,0.8458067188633557
20200727,-2.210920771326557,0.6185586546695448,0.8467391859785778
20200728,-2.223839293424174,0.6128226565552889,0.839807270423327
20200729,-2.222668996801446,0.6138088375054771,0.8424984642935315
20200730,-2.2195676064019416,0.6135647923635169,0.846630105038298
20200802,-2.2200078937073813,0.6142053884201121,0.847543278471885
20200803,-2.2180519158876204,0.6154602949329551,0.8461625169609536
20200805,-2.2327844094881812,0.6070767121759991,0.8422481434343209
20200810,-2.219142378269643,0.6105021901779973,0.8483517008412169
20200811,-2.216750005266483,0.6155948764886927,0.8514664126652621
20200812,-2.210950882277401,0.6129014933944911,0.8442741577708132
20200813,-2.199084814880231,0.6142265580197004,0.8481652345617262
20200816,-2.228292016185643,0.6094513990506458,0.8420586119328257
20200817,-2.2138984454350843,0.6165569272412639,0.8590040076562522
20200819,-2.240030162080826,0.6013072628350062,0.8198687042782896
20200824,-2.2121471537369284,0.6135039024728727,0.8474464568285041
20200825,-2.2305043951843455,0.6079211937136263,0.8391073299088205
20200826,-2.2278158360167026,0.6103089950726115,0.847292111232878
20200827,-2.252181317505449,0.6047879842455336,0.8313486369346711
20200830,-2.232914657172968,0.6045593599812645,0.8293182713347274
20200831,-2.221324629670088,0.6071925107046786,0.8336261550828616
20200902,-2.2077489586096832,0.61640478371061,0.8616857572793848
20200907,-2.2250884328985183,0.6177921496378688,0.8565755178506417
20200908,-2.233248538200077,0.6077821959766172,0.8421432551347927
20200909,-2.2093990888616775,0.6135719626297081,0.8602641700682763
20200910,-2.228164532392325,0.6118864881638824,0.8473482492461785
20200913,-2.218930286239058,0.6176117891035733,0.8484614481392138
20200914,-2.230531690576208,0.6179972832028596,0.8471354880759108
20200916,-2.213829148266058,0.6215611926512646,0.8556930948874525
20200921,-2.222081105855961,0.6176041504610708,0.8433026260153837
20200922,-2.217774000824447,0.6186078178234431,0.8433416131132017
20200923,-2.2118924024399287,0.6196726029039143,0.8499475353381747
20200924,-2.2226153231616377,0.6139268967552174,0.8381742513857802
20200927,-2.213847233424155,0.6220637012097419,0.8538881865977009
20200928,-2.2110200601955343,0.623354722458689,0.853031799498804
20200930,-2.2240872789880077,0.6219292785272887,0.8488936957045541
20201005,-2.219036854835052,0.6197189479334231,0.8460199095851959
20201006,-2.203784529325959,0.6278131490241233,0.8606985519531547
20201007,-2.206723257684433,0.6241784202554895,0.8509819379989045
20201008,-2.212582989427504,0.6217839052030892,0.8473295629967825
20201011,-2.219631157228772,0.6192656703508516,0.8455808097689584
20201012,-2.211534638415964,0.6191617034284566,0.8464645974049477
20201014,-2.2190047850118773,0.6173434397468054,0.8419666793838017
20201019,-2.2336090638715365,0.6131554174824619,0.8366980165284921
20201020,-2.21671717708026,0.6217908615158857,0.8512112274877086
20201021,-2.2311916548524042,0.6164712245614992,0.8339316888684211
20201022,-2.2158122066269597,0.6166559270240246,0.8409325629237834
20201025,-2.228475573572619,0.618216306293177,0.8438571566748798
20201026,-2.243480146522956,0.6101384358491175,0.8329226226775217
20201102,-2.22024046621419,0.6241223865265191,0.8541156411905078
20201103,-2.2228340259961623,0.6195940341571783,0.8469737631364191
20201104,-2.2229800836456617,0.6140767668860249,0.8477194973253285
20201105,-2.2307034162934443,0.6138686696629478,0.8424485734029893
20201108,-2.2335756475063504,0.614889544075782,0.8438192101946178
20201109,-2.24140161781159,0.619308102666472,0.838618911732298
20201117,-2.2260236151981916,0.6169904964916351,0.8497496843746133
20201118,-2.2133289042490834,0.6233666734104242,0.8558993557803838
20201119,-2.2199224277044207,0.6218787187357,0.8524958355986676
20201122,-2.2459042275291314,0.6133370307161806,0.8412295331682734
20201123,-2.2374045374335885,0.6169451069153902,0.8477523552491568
20201201,-2.2591048554145985,0.6088881151555839,0.8404436786553902
20201202,-2.2549791540660036,0.6153922946828675,0.8466315101880124
20201203,-2.2462563533745414,0.6171025386349682,0.8544516826212223
20201206,-2.2414439007404514,0.6206093761278476,0.851861202536668
20201207,-2.2571771699073184,0.6083512768743012,0.8382478460208278
20201215,-2.2306974146657756,0.6198321125567082,0.8557366414987607
20201216,-2.240927763237054,0.6150669211991936,0.8448414797911917
20201220,-2.2537593068505846,0.6083739650186193,0.836085026768506
20201221,-2.263591241896509,0.6047778321180298,0.8273960993885496
20201229,-2.2636262715760243,0.6078142810129294,0.8533661753814398
20201230,-2.279946928335442,0.6029436209287773,0.8416503609122894
20210103,-2.2663260677187522,0.6061713083779618,0.852613330058132
20210104,-2.2986580000413386,0.5915463243751495,0.8191211160332506
20210112,-2.287465814680165,0.602593682078147,0.8440704386238176
20210113,-2.3020473901095375,0.5952354401565323,0.8300000603197013
20210117,-2.2966227834661077,0.599371189605508,0.8447078757116157
20210126,-2.3050306545644084,0.5972864784690552,0.8414299234994901
20210127,-2.3163342987174245,0.5948001497965173,0.834176977458314
20210131,-2.313705310613272,0.5926606439059291,0.8289806916637759
20210209,-2.3176303982014206,0.5997040008874853,0.8461869142495615
20210210,-2.317785933042087,0.5929910434799075,0.8415532749864348
20210214,-2.324090877653681,0.5899164318188032,0.8328604273722081
20210223,-2.3373634216794903,0.5932433074790378,0.8495833666662723
20210224,-2.3447287138918744,0.5896650201607619,0.8432712275365075
20210228,-2.3417878336657125,0.589558671177218,0.8453496880733504
20210309,-2.346463728272244,0.589353767797391,0.835236665917384
20210310,-2.3309232360229704,0.5920425129349702,0.8376078665036124
20210314,-2.3340644413145744,0.5952463218834022,0.8334498293850393
20210323,-2.348597962084744,0.5885139369979707,0.8337047216395037
20210324,-2.3557938922531614,0.5867086483801298,0.8282586207164517
20210328,-2.3716072448312038,0.5852594356271801,0.822432741508522
20210406,-2.3369722238499873,0.5929885264657345,0.8533388830533752
20210407,-2.3627091207270814,0.5911013782295124,0.8436111155227092
20210411,-2.3743918041747083,0.587391256651767,0.8354709811357882
20210420,-2.3787476305238817,0.5879004574077178,0.8390228010348095
20210421,-2.3773875462976446,0.5866325653642764,0.8355281827282494
20210425,-2.369443896667109,0.5849928602844405,0.8434340695123448
20210504,-2.360427405948111,0.5982245178937748,0.8499126469407137
20210505,-2.3819284811085573,0.5860952412948729,0.831709869371399
20210509,-2.357215286103858,0.5968614020146952,0.8476770434581287
20210518,-2.350743698839241,0.6019764264423255,0.8357623344499485
20210519,-2.3365809985026,0.6037120399517194,0.8427778119837742
20210523,-2.3426687732346263,0.600689699017033,0.8414862764093467
20210601,-2.343730531874289,0.6051707778653895,0.8470638075629606
20210602,-2.32714700859857,0.6070863903275345,0.8479139038580332
20210606,-2.3528087402263176,0.6032333992963189,0.8334099080655871
20210615,-2.339052038046358,0.6082996101034934,0.8382080269444823
20210616,-2.3104622943722064,0.6175924671517742,0.8620816922805764
20210620,-2.3484280391484793,0.6085280954701674,0.8361806205967249
20210629,-2.347440596549375,0.6072880464125944,0.8419020262114146
20210630,-2.346845959649964,0.6082973563784403,0.8401249396839177
20210704,-2.3381004896309565,0.6131647615104465,0.840533866331157
20210713,-2.328974504414896,0.61685489139389,0.8409910452399361
20210714,-2.309686967370227,0.6250823450412034,0.8488788885906312
20210718,-2.3218891831938957,0.620261961398878,0.8397459032066539
20210727,-2.294931451157333,0.626818778737772,0.8531503139276542
20210728,-2.2840986422279563,0.6353864263460408,0.8603102273650685
20210801,-2.292461141450504,0.6289351373701985,0.8487186738409171
20210810,-2.299846006993514,0.6287942565552097,0.8528860655593136
20210811,-2.2985304438350536,0.6241897855419706,0.8478257971070225
20210815,-2.2977503982025236,0.6286643364501137,0.8451358866408408
20210824,-2.291941501980099,0.631311887584821,0.8577169378921352
20210825,-2.3003848383704866,0.6366493043179572,0.8564875162584286
20210829,-2.2987914181366755,0.6338449555151463,0.8524553424651562
20210907,-2.308530318832271,0.6345244895877071,0.8485097548374121
20210908,-2.3020442867034046,0.6362758778814273,0.8463342669408838
20210912,-2.2946338691982446,0.6383915497512543,0.8537341267604761
20210921,-2.312402152273689,0.6340629376916885,0.8508200387317022
20210926,-2.309333652534598,0.6327240823349917,0.8452013899506671
20211010,-2.304730880767385,0.6414366734543416,0.8363228391347638
20220222,-2.3501383618461276,0.6481982604747301,0.8366359284717229
20220227,-2.34710672945016,0.6477618291821102,0.8420548362216373
20220308,-2.3275438390419385,0.6503422138125001,0.8496922137193139
20220313,-2.3337377640627466,0.6532302754095747,0.8484807555880921
20220322,-2.343227220517022,0.6473802080676179,0.8455567379196968
20220327,-2.3311087221700446,0.6502027194042018,0.855751802361993
20220405,-2.3453262941908473,0.6500633856251384,0.8408649263828474
20220410,-2.328804490614654,0.6555126889180988,0.8464893332937005
20220419,-2.329328585134131,0.6480556646305842,0.8466287441719687
20220424,-2.3194428134650455,0.6564901342166255,0.8521420982096517
20220503,-2.2512217165226667,0.6714003568853792,0.8385724944849227
20220508,-2.24503051814576,0.6739408232163415,0.8455878115276568
20220517,-2.24539722486294,0.6776785159042494,0.8431232769570088
20220522,-2.2504774161427834,0.6749373265402515,0.8366904602660163
20220531,-2.2518096416404423,0.6722210494520684,0.8375632079272746
20220605,-2.242923968825636,0.6758613648101747,0.8469926960821674
20230604,-2.3389115711831425,0.6395872640613868,0.8442714204974389
20230618,-2.328797058090927,0.6466757553879147,0.8528714849714003
20230702,-2.2906461164846403,0.6531408052510665,0.8434111275726583
20230716,-2.3322594305875306,0.6440979479860178,0.8421355945684327
