timestamp,effective_size
20190120,5.248517960320563
20190121,5.599451883717966
20190123,5.56724351492652
20190128,5.298434190388972
20190129,5.089051214075972
20190130,4.672690413345063
20190220,7.566728492826733
20190225,9.65636808756092
20190226,9.723338286568842
20190227,10.009995196817993
20190228,10.528659954517408
20190303,11.174245085769215
20190304,11.312402100168288
20190306,11.352087628305476
20190311,10.97013490146761
20190312,10.931995670908169
20190313,10.796671933211933
20190314,10.640357086256506
20190317,10.245519324466171
20190318,10.185139538716438
20190428,12.213039983592628
20190429,12.203921535882163
20190501,12.185045792156313
20190506,12.120796660118504
20190507,12.07763148712062
20190508,12.038174027375875
20190509,11.978837056249407
20190617,11.101549211655518
20190618,11.106505828011496
20190619,11.094983453576821
20190620,11.113257091087057
20190623,11.056636687429195
20190624,11.049958727485583
20190626,11.029380162464552
20190715,10.395889487264608
20190716,10.387458473781638
20190717,10.443760760981522
20190718,10.449101486537693
20190721,10.58061166711174
20190722,10.60350115362253
20190724,10.632882362254282
20190729,10.665105619304338
20190730,10.588053792951062
20190731,10.506970316018489
20190801,10.53495840828088
20190804,10.21992830312613
20190805,10.187435737106624
20190807,10.095465781399328
20190812,10.01103421717989
20190813,9.988476579940977
20190814,9.965629865915476
20190815,9.667002476715618
20190818,9.745638519896806
20190819,9.748285557905586
20190821,9.697803723802155
20190826,9.71335228828746
20190827,9.7666233278013
20190828,9.762010607364061
20190829,9.757884759529308
20190901,9.731350127096691
20190902,9.71980753709551
20190904,9.786861738923028
20190909,9.87270161806425
20190910,9.872943120577558
20190911,9.861255961037179
20190912,9.776515635398777
20190915,9.808910773432938
20190916,9.804991451348599
20190918,9.804549550658479
20190923,9.798661944525756
20190924,9.82688562328948
20190925,9.822435191747353
20190926,9.811951136466082
20190929,9.805163925758844
20190930,9.817811780557088
20191002,9.848364288894604
20191007,9.790432241647883
20191008,9.724987651135896
20191009,9.673749623289877
20191010,9.634487312869492
20191013,9.72833959158985
20191014,9.708449749334523
20191016,9.741156231510237
20191021,9.597862545065706
20191022,9.61655941959374
20191023,9.630297988743884
20191024,9.638731836094843
20191027,9.663059000311527
20191028,9.654648633995661
20191030,9.654511570270438
20191104,9.682285975387845
20191105,9.64531495405011
20191106,9.62769964518798
20191107,9.63429393071719
20191110,9.604149128092079
20191111,9.594591210245442
20191113,9.549653962335814
20191118,9.060076593638398
20200127,9.86049542018985
20200128,9.8676468964442
20200129,9.862314176227551
20200130,9.91766957713138
20200202,9.27134315197443
20200203,9.291144440705489
20200205,9.320153859024535
20200210,9.244678833453076
20200211,9.247811940059616
20200212,9.244671320081832
20200213,9.28804486822172
20200216,9.312023457200123
20200217,9.370129778918463
20200219,9.390625333309485
20200224,9.288852107097092
20200225,9.284055116205838
20200226,9.275783855154485
20200227,9.238277913160509
20200301,9.202490326952475
20200302,9.144883847920728
20200304,9.146406076252488
20200309,9.102044884361344
20200310,9.07594894805233
20200311,9.026624550506506
20200312,9.005292534552966
20200315,8.926343654455552
20200316,8.93010000293638
20200318,8.924048626274475
20200323,8.786228413908573
20200324,8.79067059763354
20200325,8.787362682433356
20200326,8.82760270698422
20200329,8.86582461628502
20200330,8.86921327715363
20200401,8.865784813585654
20200406,8.717459224972966
20200407,8.72796439827381
20200408,8.730897925378224
20200409,8.756675056126596
20200412,8.79186690053647
20200413,8.790305398790593
20200415,8.776491805394645
20200420,8.75843711221785
20200421,8.687911697880642
20200422,8.700528521870925
20200423,8.68955885811665
20200426,8.532850161647112
20200427,8.50693348269221
20200429,8.509314282449898
20200504,8.422606629873293
20200505,8.427060459532212
20200506,8.385319249709049
20200507,8.390272283923283
20200510,8.364440146422806
20200511,8.315132681752832
20200513,8.28992186238048
20200518,8.281303195972583
20200519,8.284503376439474
20200520,8.284670550364895
20200521,8.267117012568693
20200524,8.112876855093893
20200525,8.109667625823299
20200527,8.106650961506158
20200601,8.05546922441307
20200602,8.046281274621709
20200603,8.040323073395063
20200604,8.015994286806242
20200610,7.816186874395061
20200615,8.097792284302248
20200616,8.117147567989392
20200617,8.126387444502503
20200618,8.128185063829587
20200621,8.207036029606629
20200622,8.205017196692836
20200624,8.215653025052049
20200629,8.21082723219517
20200630,8.200452913075813
20200701,8.226185188944031
20200702,8.238014444987476
20200705,8.239399332756074
20200706,8.221652219163191
20200708,8.19757803297541
20200713,8.23755265865602
20200714,8.236122900949153
20200715,8.226688211282923
20200716,8.224251603951464
20200719,8.199703692592935
20200720,8.203681703128334
20200722,8.204430524466055
20200727,8.147051297925664
20200728,8.143560490537753
20200729,8.156055462142419
20200730,8.144022911754018
20200802,8.100872651563114
20200803,8.105397839485855
20200805,8.057872525387475
20200810,8.062149625756021
20200811,8.115272537872746
20200812,8.114785143902818
20200813,8.109661297041445
20200816,8.08178161684847
20200817,8.090794964508287
20200819,8.097440884644373
20200824,8.107651100328464
20200825,8.092554578270757
20200826,8.078376212247829
20200827,8.073314440581058
20200830,8.051049419487926
20200831,8.073562643200209
20200902,8.028509981263289
20200907,8.027577150664815
20200908,8.058273404727395
20200909,8.079166113301246
20200910,8.121597141191247
20200913,8.14051406604592
20200914,8.139695489152833
20200916,8.147966411382598
20200921,8.030694802830372
20200922,7.979484043089653
20200923,7.967711985580107
20200924,7.984329265035424
20200927,7.975757946662534
20200928,7.971431851064685
20200930,7.978637212399885
20201005,8.034006325409804
20201006,8.086224569021015
20201007,8.110737922471628
20201008,8.110914924205627
20201011,8.083918134792864
20201012,8.066159853986052
20201014,8.02533541898267
20201019,8.005612783170617
20201020,7.987847994405877
20201021,7.968641678556066
20201022,8.010890736381937
20201025,7.93649836125046
20201026,7.922580458856881
20201102,7.79769211441797
20201103,7.780342458816671
20201104,7.742760102920386
20201105,7.69309007627491
20201108,7.642009533431854
20201109,7.61669786808715
20201117,7.661449736209876
20201118,7.659955902412063
20201119,7.66120237523317
20201122,7.623608299277345
20201123,7.616210555590726
20201201,7.454757870918485
20201202,7.444159216117067
20201203,7.439113056155657
20201206,7.417926852634594
20201207,7.412769945265246
20201215,7.436778667304631
20201216,7.4463239924643965
20201220,7.3966865446952745
20201221,7.398332174261715
20201229,7.291993410144508
20201230,7.260285864535246
20210103,7.224021919235125
20210104,7.2082650432853805
20210112,7.169374609646367
20210113,7.1661787956971805
20210117,7.120797129423932
20210126,7.05190447475473
20210127,7.0500549771707846
20210131,7.022815809231739
20210209,6.929850202715095
20210210,6.930541067760194
20210214,6.916066840618904
20210223,6.662709188237874
20210224,6.639095900825657
20210228,6.595857185600928
20210309,6.740341071031283
20210310,6.754268280122541
20210314,6.7407197267372325
20210323,6.630770836485029
20210324,6.638060183283731
20210328,6.553011922473313
20210406,6.558328416937128
20210407,6.55647610523742
20210411,6.5594298040235754
20210420,6.537059732944852
20210421,6.521391785045198
20210425,6.45398157388728
20210504,6.500955557430011
20210505,6.537365828519881
20210509,6.620413662925549
20210518,6.80335409195515
20210519,6.785861784434977
20210523,6.737562162026997
20210601,6.80725767971282
20210602,6.831594866973951
20210606,6.921183845200992
20210615,6.9615374363851155
20210616,6.970152688700793
20210620,7.020200831828034
20210629,6.998671173447647
20210630,6.997402420291757
20210704,6.990331331198059
20210713,7.317739231663357
20210714,7.349321189132517
20210718,7.440677502242587
20210727,7.648647448205892
20210728,7.633464417291229
20210801,7.717141190336412
20210810,7.859309792383559
20210811,7.8787312851202405
20210815,7.855576527220558
20210824,7.8415951299582485
20210825,7.836038032102934
20210829,7.826571774952879
20210907,7.859359244026514
20210908,7.8216438196957565
20210912,7.899280838907788
20210921,7.91458433879087
20210926,7.883372529088825
20211010,8.010398573225618
20220222,7.393956345609952
20220227,7.6612135879985175
20220308,7.722040724996397
20220313,7.681188403458793
20220322,7.648199235444998
20220327,7.661337950165366
20220405,7.625473609321397
20220410,7.718768604577914
20220419,7.700675867895816
20220424,7.706107839744861
20220503,8.757170317013308
20220508,8.794461524267085
20220517,8.761408044845924
20220522,8.762598754540214
20220531,8.761815053396969
20220605,8.711142897251193
20230604,7.419693890852009
20230618,7.4265860864630815
20230702,7.808187722254483
20230716,7.5445707039421
