timestamp,ks_stat,ks_p,wasserstein_distance
20190121,0.010563446172271188,0.9999997672882557,369395.3627554791
20190123,0.0067981251801142945,0.9999999999999962,118704.87739759973
20190128,0.014079085973583988,0.9996923564807915,162573.08502958805
20190129,0.008745981100849513,0.9999999999256012,453975.90461766336
20190130,0.014748311797670298,0.9995751534676526,629594.5837686907
20190220,0.1548439178823624,2.2658526320514666e-16,10576551.995516839
20190225,0.033886940798683936,0.07927955612998666,1467668.6037069971
20190226,0.004145097760435022,0.9999999999999982,217651.77233417032
20190227,0.004971979118645734,0.9999999999991973,238718.6289584884
20190228,0.013119489782463394,0.944622222291694,310059.6785922946
20190303,0.009151057285823369,0.9989960560893105,397661.76260058425
20190304,0.004286142900004286,0.9999999999999963,236675.15172784548
20190306,0.006490812092471844,0.999999262716476,421663.7110179587
20190311,0.009976261458853195,0.9941149051381806,378619.88605137944
20190312,0.0015611327650548088,1.0,88788.92299714536
20190313,0.0018817267976183473,1.0,102040.20358692945
20190314,0.0038792546084107987,0.9999999999999931,80444.73384536238
20190317,0.009489656518345043,0.9975622164313446,264864.0622486697
20190318,0.003560036454773297,0.9999999999999961,194234.73046879677
20190428,0.07896645627608674,1.7696218456520638e-10,5193820.181955898
20190429,0.0019169367911132682,0.9999999999999996,246464.68626090547
20190501,0.0016988736779074832,0.9999999999999996,71173.70850766732
20190506,0.006435145030365885,0.9999927502885011,253259.15464568505
20190507,0.001493860662564819,0.9999999999999998,52288.90653165958
20190508,0.0011406748453763856,1.0,59502.80440078993
20190509,0.001956573294152912,0.9999999999999998,85319.9279125325
20190617,0.07098682464536123,1.285937255179471e-09,3983906.0722021335
20190618,0.0009184045738222022,1.0,27745.467394716303
20190619,0.0010034101677671968,1.0,11932.894262742755
20190620,0.002443880916270282,1.0,169043.74348914443
20190623,0.003653082875467747,0.9999999999999946,308787.5869857038
20190624,0.0032448447029956237,0.9999999999999962,277614.26749535464
20190626,0.002078328795886048,1.0,135651.3371373681
20190715,0.017872354761549532,0.4866683626684621,600414.9711370205
20190716,0.0021075903421357797,0.9999999999999996,101172.28667163519
20190717,0.012842075701313696,0.8555648826746585,163876.93526955205
20190718,0.0018996325877355148,0.9999999999999996,58405.684714837684
20190721,0.004558818535353483,0.9999999999211631,462710.89441254374
20190722,0.00763376311402576,0.9993786046084606,343585.34465563437
20190724,0.0016624382073508089,1.0,102997.23996185925
20190729,0.0024908443360821316,1.0,152845.81908055727
20190730,0.01063123620681257,0.958533650677786,542716.8558165545
20190731,0.017625356324816457,0.48284155452113847,489270.24593010347
20190801,0.005594092638174088,0.999999796052125,236738.69890579308
20190804,0.027075311291233074,0.07000465064082287,1166141.959968598
20190805,0.006164800806479621,0.9999896983590291,364080.5016191973
20190807,0.00814675516024616,0.9974847215376115,337908.4201192814
20190812,0.00800382969964103,0.9980082114265622,168586.6116218301
20190813,0.0025712075067967277,0.9999999999999982,92633.56135817629
20190814,0.00221231147115228,0.9999999999999992,111765.06028572923
20190815,0.02416932019131925,0.12851091208878712,1676682.7972358682
20190818,0.006820621499622831,0.9998854141131234,370355.9781507935
20190819,0.006542243830764097,0.9999552698842827,339987.4522319149
20190821,0.0031897778524451257,0.9999999999999969,114525.11898326535
20190826,0.005161051091941554,0.9999999570727143,196351.8259386234
20190827,0.0028444388499329894,0.9999999999999977,102559.369351789
20190828,0.0024734967046275485,0.9999999999999974,75378.14184717841
20190829,0.0016501898558160496,0.9999999999999996,56962.30030372903
20190901,0.006892958919170057,0.9998507273104693,373938.2839537388
20190902,0.006776501409557927,0.9998965016849276,320305.90135860315
20190904,0.004438903242969436,0.9999999999103604,230905.00572595763
20190909,0.003524109508810274,0.9999999999999869,213783.9999594839
20190910,0.002082896216243466,0.9999999999999989,43566.250601444524
20190911,0.0021724366749734233,0.9999999999999992,61956.96157301451
20190912,0.0029582076306268502,0.9999999999999984,159374.50091233235
20190915,0.005958725901473993,0.9999943178465203,356429.639488583
20190916,0.0053431168662993085,0.999999791448505,356569.0155187886
20190918,0.0025960530484377274,0.9999999999999973,84215.19033094865
20190923,0.008126300641788453,0.9970930883219802,215745.96678191543
20190924,0.0016733033694022485,0.9999999999999992,68491.86057431513
20190925,0.00234800258855205,0.9999999999999984,139720.39298508936
20190926,0.0017383065420405557,0.9999999999999992,101382.55907905448
20190929,0.007544418007019406,0.9990510471634739,354414.8954945789
20190930,0.006389872202555949,0.9999636116136364,322137.4962150458
20191002,0.002944686618411243,0.9999999999999982,119150.3689379956
